family,model,language,prompt,num_samples,mean_latency_seconds,mean_generated_word_count,bleu,rouge1,rouge2,rougeL,bertscore,parameter_coverage,return_coverage,exception_coverage,omission_rate,hallucination_sample_rate,mean_hallucination_count,input_file,lexical_summary_file,code_grounded_summary_file
commercial-new,gpt-5.1-codex,python,OS,400,2.529781296467504,19.5725,0.016413282748235076,0.2783385032046895,0.06639679917156828,0.22197365922247564,0.8599067899107024,0.5887973137973138,0.4744525547445255,0.46875,0.4207482993197279,0.0125,0.0125,outputs/segregated_results/commercial-base/raw/commercial-new/gpt_5_1_codex_P1_one_shot_python_400_v1.jsonl,outputs\segregated_results\commercial-base\may2026\commercial-new\gpt_5_1_codex_P1_one_shot_python_400_v1_summary.json,outputs\segregated_results\commercial-base\may2026\commercial-new\gpt_5_1_codex_P1_one_shot_python_400_v1_code_grounded_summary.json
commercial-new,gpt-5.1-codex,python,FS,400,2.342624164795034,18.385,0.016952785910993133,0.27099866267623257,0.06530441009617725,0.2169807291018295,0.8603224397644283,0.5529532967032967,0.45255474452554745,0.375,0.47181888192669863,0.0175,0.0175,outputs/segregated_results/commercial-base/raw/commercial-new/gpt_5_1_codex_P1_few_shot_python_400_v1.jsonl,outputs\segregated_results\commercial-base\may2026\commercial-new\gpt_5_1_codex_P1_few_shot_python_400_v1_summary.json,outputs\segregated_results\commercial-base\may2026\commercial-new\gpt_5_1_codex_P1_few_shot_python_400_v1_code_grounded_summary.json
open-source,Qwen/Qwen2.5-1.5B-Instruct,python,ZS,400,5.42278225,14.8775,0.020639153400325114,0.27625253724418436,0.07531177193292157,0.2282674002270898,0.8636541625857354,0.3031517094017094,0.3102189781021898,0.03125,0.7127612279903385,0.0125,0.0125,outputs/segregated_results/open-source-base/raw/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-base\correctness\qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_correctness_summary.json
open-source,Qwen/Qwen2.5-1.5B-Instruct,python,OS,400,7.77588375,14.5225,0.021505335409024617,0.2644437068453907,0.07288195672184188,0.22458077036049723,0.865983951985836,0.5573794261294261,0.12773722627737227,0.015625,0.6149776548698381,0.025,0.0275,outputs/segregated_results/open-source-base/raw/open-source/qwen25_1_5b_instruct_P1_one_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\qwen25_1_5b_instruct_P1_one_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-base\correctness\qwen25_1_5b_instruct_P1_one_shot_python_400_v1_correctness.json_summary.json
open-source,Qwen/Qwen2.5-1.5B-Instruct,python,FS,400,12.9435535,15.9075,0.020211965691265526,0.2729398914055325,0.07256238074783972,0.2292034303603151,0.8644246731698513,0.33136446886446885,0.23722627737226276,0.0625,0.7083849663364488,0.025,0.025,outputs/segregated_results/open-source-base/raw/qwen25_1_5b_instruct_P1_few_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\qwen25_1_5b_instruct_P1_few_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-base\correctness\qwen25_1_5b_instruct_P1_few_shot_python_400_v1_correctness_summary.json
open-source,Qwen/Qwen2.5-Coder-1.5B-Instruct,python,ZS,400,21.354232,36.44,0.015146991893859617,0.2703729082357953,0.06692943247723239,0.19970404655840696,0.852747063934803,0.6123397435897436,0.46715328467153283,0.09375,0.45608686012998684,0.0525,0.0525,outputs/segregated_results/open-source-base/raw/open-source/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_greedy_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-base\correctness\qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_correctness.json_summary.json
open-source,Qwen/Qwen2.5-Coder-1.5B-Instruct,python,OS,400,27.1618335,24.6875,0.024763726153894737,0.29031245887260027,0.08166118127781911,0.23241455766519575,0.8631041027605534,0.5805326617826618,0.10583941605839416,0.0,0.6232275586049171,0.0175,0.02,outputs/segregated_results/open-source-base/raw/open-source/qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-base\correctness\qwen25_coder_1_5b_instruct_P1_one_shot_python_400_v1_correctness.json_summary.json
open-source,Qwen/Qwen2.5-Coder-1.5B-Instruct,python,FS,400,83.94013700000001,26.3575,0.021823467944360277,0.2828081323868657,0.0787709737996575,0.22300980915739504,0.863454171270132,0.44097985347985347,0.34306569343065696,0.015625,0.6011715149181457,0.03,0.03,outputs/segregated_results/open-source-base/raw/open-source/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-base\correctness\qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1_correctness.json_summary.json
open-source,google/codegemma-2b,python,ZS,400,32.688937,16.2025,0.0140935874234639,0.2093943734204302,0.059218823382114615,0.16721937250093166,0.8428502051532268,0.30870726495726497,0.35766423357664234,0.015625,0.6782242914318386,0.0875,0.0925,outputs/segregated_results/open-source-base/raw/codegemma_2b_P1_zero_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\codegemma_2b_P1_zero_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-base\may2026\open-source\codegemma_2b_P1_zero_shot_python_400_v1_code_grounded_summary.json
open-source,google/codegemma-2b,python,OS,400,50.856959,17.4875,0.023315361035288307,0.2632170821578126,0.08071174161604258,0.21809661225872784,0.8542025260646228,0.4605540293040293,0.12773722627737227,0.0,0.6915756525594801,0.0125,0.0125,outputs/segregated_results/open-source-base/raw/codegemma_2b_P1_one_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\codegemma_2b_P1_one_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-base\correctness\codegemma_2b_P1_one_shot_python_400_v1_correctness.json_summary.json
open-source,google/codegemma-2b,python,FS,400,34.753405,17.2475,0.017183564284100224,0.22142309962502518,0.055979035320984284,0.1837800561908192,0.8500797263801555,0.2595848595848596,0.12408759124087591,0.0,0.8053683737646001,0.015,0.015,outputs/segregated_results/open-source-base/raw/codegemma_2b_P1_few_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\codegemma_2b_P1_few_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-base\may2026\open-source\codegemma_2b_P1_few_shot_python_400_v1_code_grounded_summary.json
open-source,google/gemma-2-2b-it,python,ZS,400,13.05778325,22.65,0.020178627617408844,0.2906225448918235,0.07828226273148853,0.2307540973790987,0.8653990907967091,0.3618666056166056,0.42700729927007297,0.109375,0.6159904785241712,0.015,0.015,outputs/segregated_results/open-source-base/raw/gemma_2_2b_it_P1_zero_shot_python_400_v2.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\gemma_2_2b_it_P1_zero_shot_python_400_v2_summary.json,outputs\segregated_results\open-source-base\may2026\open-source\gemma_2_2b_it_P1_zero_shot_python_400_v2_code_grounded_summary.json
open-source,google/gemma-2-2b-it,python,OS,400,33.5598675,18.635,0.027584392870027515,0.3065276003956348,0.0950931509228238,0.25595954748029653,0.8625324104726314,0.6118666056166057,0.21532846715328466,0.0,0.5373496225248247,0.0125,0.0125,outputs/segregated_results/open-source-base/raw/gemma_2_2b_it_P1_one_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\gemma_2_2b_it_P1_one_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-base\correctness\gemma_2_2b_it_P1_one_shot_python_400_v1_correctness.json_summary.json
open-source,google/gemma-2-2b-it,python,FS,400,51.2531005,17.03,0.030703114806599496,0.31295378189571066,0.10350518508283085,0.26485231679689675,0.8655794896185398,0.5616529304029304,0.26277372262773724,0.03125,0.5562869744810446,0.0175,0.0175,outputs/segregated_results/open-source-base/raw/gemma_2_2b_it_P1_few_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-base\may2026\open-source\gemma_2_2b_it_P1_few_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-base\may2026\open-source\gemma_2_2b_it_P1_few_shot_python_400_v1_code_grounded_summary.json
open-source-fine-tuned,codegemma_2b_lora_multilang,python,ZS,400,3.5647985,15.8525,0.03559576401140621,0.3363907653937795,0.12379257729265368,0.2891896851187682,0.8719871978461743,0.6210546398046398,0.4635036496350365,0.09375,0.4405788730586574,0.0775,0.085,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_zero_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\2a91692c4753_codegemma_2b_lora_multilang_P1_zero_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-lora\_long_paths\e11cabe07d49_codegemma_2b_lora_multilang_P1_zero_shot_python_400_v1_code_grounded_summary.json
open-source-fine-tuned,codegemma_2b_lora_multilang,python,OS,400,3.57582375,17.975,0.032464370126044514,0.3156562442795377,0.10659251806259043,0.26602192385539863,0.8672542470693588,0.5225732600732601,0.2664233576642336,0.01171875,0.5807041341407918,0.015,0.0175,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_one_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\7e611c0afe5d_codegemma_2b_lora_multilang_P1_one_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-lora\_long_paths\adfde55fd9fa_codegemma_2b_lora_multilang_P1_one_shot_python_400_v1_code_grounded_summary.json
open-source-fine-tuned,codegemma_2b_lora_multilang,python,FS,400,3.55690325,16.295,0.03598606742389365,0.3153156751939956,0.11016492489851527,0.26888778586146833,0.870420114994049,0.40523504273504274,0.28102189781021897,0.015625,0.6435041598114374,0.025,0.025,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_few_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\af4956e5b212_codegemma_2b_lora_multilang_P1_few_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-lora\_long_paths\018cb82dbd08_codegemma_2b_lora_multilang_P1_few_shot_python_400_v1_code_grounded_summary.json
open-source-fine-tuned,gemma_2_2b_it_lora_multilang,python,ZS,400,5.76310775,15.7975,0.03505518920521445,0.3338793248494634,0.12624044716829325,0.2872081667395136,0.8708553273975849,0.5737179487179487,0.49635036496350365,0.078125,0.4609473635080104,0.0875,0.1075,outputs/segregated_results/open-source-lora/_long_paths/6b6576e01b1d_gemma_2_2b_it_lora_multilang_P1_zero_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\bdd6d3732e5c_gemma_2_2b_it_lora_multilang_P1_zero_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-lora\_long_paths\5ab05b514686_gemma_2_2b_it_lora_multilang_P1_zero_shot_python_400_v1_code_grounded_summary.json
open-source-fine-tuned,gemma_2_2b_it_lora_multilang,python,OS,400,5.87226275,15.7975,0.03505518920521445,0.3338793248494634,0.12624044716829325,0.2872081667395136,0.8708553273975849,0.5737179487179487,0.49635036496350365,0.078125,0.4609473635080104,0.0875,0.1075,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/gemma_2_2b_it_lora_multilang/gemma_2_2b_it_lora_multilang_P1_one_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\45a7659e10fa_gemma_2_2b_it_lora_multilang_P1_one_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-lora\_long_paths\83406dbe4444_gemma_2_2b_it_lora_multilang_P1_one_shot_python_400_v1_code_grounded_summary.json
open-source-fine-tuned,gemma_2_2b_it_lora_multilang,python,FS,400,5.93152925,15.7975,0.03505518920521445,0.3338793248494634,0.12624044716829325,0.2872081667395136,0.8708553287386894,0.5737179487179487,0.49635036496350365,0.078125,0.4609473635080104,0.0875,0.1075,outputs/segregated_results/open-source-lora/raw/open-source-fine-tuned/gemma_2_2b_it_lora_multilang/gemma_2_2b_it_lora_multilang_P1_few_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\80f917558e10_gemma_2_2b_it_lora_multilang_P1_few_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-lora\_long_paths\592b1872a60d_gemma_2_2b_it_lora_multilang_P1_few_shot_python_400_v1_code_grounded_summary.json
open-source-fine-tuned,qwen25_1_5b_instruct_lora_multilang,python,ZS,400,5.88102125,20.27,0.027928024360782268,0.30069097268928047,0.09463992918693752,0.24947448120855575,0.8629111488163471,0.6395680708180708,0.4744525547445255,0.0625,0.42654840666970045,0.195,0.2925,outputs/segregated_results/open-source-lora/_long_paths/78e17dcbd498_qwen25_1_5b_instruct_lora_multilang_P1_zero_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\cc7dab0b70c4_qwen25_1_5b_instruct_lora_multilang_P1_zero_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-lora\correctness\qwen25_1_5b_instruct_lora_multilang_P1_zero_shot_python_400_v1_correctness_summary.json
open-source-fine-tuned,qwen25_1_5b_instruct_lora_multilang,python,OS,400,6.86453125,20.5175,0.022255366773082923,0.26415294545423895,0.07021960050551908,0.21759349457799143,0.8641611255705357,0.2778846153846154,0.2116788321167883,0.0859375,0.7392906733877084,0.0475,0.06,outputs/segregated_results/open-source-lora/_long_paths/3e5c59387be8_qwen25_1_5b_instruct_lora_multilang_P1_one_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\68ff91b210ec_qwen25_1_5b_instruct_lora_multilang_P1_one_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-lora\correctness\qwen25_1_5b_instruct_lora_multilang_P1_one_shot_python_400_v1_correctness_summary.json
open-source-fine-tuned,qwen25_1_5b_instruct_lora_multilang,python,FS,400,5.48786175,20.0125,0.022623034546026332,0.27697526930682903,0.08046378562649847,0.22890921682406498,0.8673658157885075,0.31137820512820513,0.27007299270072993,0.015625,0.6939096393274291,0.0275,0.0375,outputs/segregated_results/open-source-lora/_long_paths/db939e55cfdc_qwen25_1_5b_instruct_lora_multilang_P1_few_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\4dc9f6a70648_qwen25_1_5b_instruct_lora_multilang_P1_few_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-lora\correctness\qwen25_1_5b_instruct_lora_multilang_P1_few_shot_python_400_v1_correctness_summary.json
open-source-fine-tuned,qwen25_coder_1_5b_instruct_lora_multilang,python,ZS,400,5.772147,17.9475,0.03363207051195678,0.3279946862904481,0.11132447149200239,0.2744781905958928,0.8702746914327144,0.6626373626373626,0.5182481751824818,0.046875,0.3983246986616259,0.165,0.185,outputs/segregated_results/open-source-lora/_long_paths/a17d9c9b056f_qwen25_coder_1_5b_instruct_lora_multilang_P1_zero_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-lora\eval\qwen25_coder_1_5b_instruct_lora_multilang_P1_zero_shot_python_400_v1_eval.json_summary.json,outputs\segregated_results\open-source-lora\correctness\qwen25_coder_1_5b_instruct_lora_multilang_P1_zero_shot_python_400_v1_correctness.json_summary.json
open-source-fine-tuned,qwen25_coder_1_5b_instruct_lora_multilang,python,OS,400,5.4231515,19.8925,0.026548134196130575,0.2933415003892646,0.09192574264993894,0.24388267901262392,0.8677225314080715,0.3884920634920635,0.33211678832116787,0.0625,0.6311096136567834,0.0275,0.0275,outputs/segregated_results/open-source-lora/_long_paths/259bc904b3cd_qwen25_coder_1_5b_instruct_lora_multilang_P1_one_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\f6996898f5ad_qwen25_coder_1_5b_instruct_lora_multilang_P1_one_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-lora\correctness\qwen25_coder_1_5b_instruct_lora_multilang_P1_one_shot_python_400_v1_correctness_summary.json
open-source-fine-tuned,qwen25_coder_1_5b_instruct_lora_multilang,python,FS,400,5.56299475,19.455,0.025294481274430715,0.28655264457581375,0.08871573773461826,0.24010391231166398,0.8692457017302513,0.3222527472527473,0.29927007299270075,0.046875,0.6748652291105122,0.0225,0.025,outputs/segregated_results/open-source-lora/_long_paths/ca2701d198cb_qwen25_coder_1_5b_instruct_lora_multilang_P1_few_shot_python_400_v1.jsonl,outputs\segregated_results\open-source-lora\_long_paths\4bf3ff8b1b15_qwen25_coder_1_5b_instruct_lora_multilang_P1_few_shot_python_400_v1_summary.json,outputs\segregated_results\open-source-lora\correctness\qwen25_coder_1_5b_instruct_lora_multilang_P1_few_shot_python_400_v1_correctness_summary.json
