run_group,category,model,prompt_setting,language,raw_generation_files,automatic_metric_files,correctness_files,raw_present,metrics_present,correctness_present,complete_raw_metrics_correctness,raw_paths,metric_paths,correctness_paths
core_400_report_run,open-source-base,gemma_2_2b_it,zero_shot,java,2,2,2,True,True,True,True,outputs/segregated_results/open-source-base/raw/gemma_2_2b_it_P1_zero_shot_java_400_v2.jsonl | outputs/segregated_results/open-source-base/raw/open-source/gemma_2_2b_it_P1_zero_shot_java_400_v2.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_zero_shot_java_400_v2_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_zero_shot_java_400_v2_summary.json,outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_zero_shot_java_400_v2_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_zero_shot_java_400_v2_code_grounded_summary.json
core_400_report_run,open-source-base,gemma_2_2b_it,zero_shot,javascript,2,2,2,True,True,True,True,outputs/segregated_results/open-source-base/raw/gemma_2_2b_it_P1_zero_shot_javascript_400_v2.jsonl | outputs/segregated_results/open-source-base/raw/open-source/gemma_2_2b_it_P1_zero_shot_javascript_400_v2.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_zero_shot_javascript_400_v2_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_zero_shot_javascript_400_v2_summary.json,outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_zero_shot_javascript_400_v2_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_zero_shot_javascript_400_v2_code_grounded_summary.json
core_400_report_run,open-source-base,gemma_2_2b_it,one_shot,python,2,4,4,True,True,True,True,outputs/segregated_results/open-source-base/raw/gemma_2_2b_it_P1_one_shot_python_400_v1.jsonl | outputs/segregated_results/open-source-base/raw/open-source/gemma_2_2b_it_P1_one_shot_python_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_one_shot_python_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_one_shot_python_400_v1_summary.json | outputs/segregated_results/open-source-base/eval/gemma_2_2b_it_P1_one_shot_python_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/gemma_2_2b_it_P1_one_shot_python_400_v1_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/gemma_2_2b_it_P1_one_shot_python_400_v1_correctness.json_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/gemma_2_2b_it_P1_one_shot_python_400_v1_correctness.json_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_one_shot_python_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_one_shot_python_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,gemma_2_2b_it,one_shot,java,2,4,4,True,True,True,True,outputs/segregated_results/open-source-base/raw/gemma_2_2b_it_P1_one_shot_java_400_v1.jsonl | outputs/segregated_results/open-source-base/raw/open-source/gemma_2_2b_it_P1_one_shot_java_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_one_shot_java_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_one_shot_java_400_v1_summary.json | outputs/segregated_results/open-source-base/eval/gemma_2_2b_it_P1_one_shot_java_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/gemma_2_2b_it_P1_one_shot_java_400_v1_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/gemma_2_2b_it_P1_one_shot_java_400_v1_correctness.json_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/gemma_2_2b_it_P1_one_shot_java_400_v1_correctness.json_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_one_shot_java_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_one_shot_java_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,gemma_2_2b_it,one_shot,javascript,2,4,4,True,True,True,True,outputs/segregated_results/open-source-base/raw/gemma_2_2b_it_P1_one_shot_javascript_400_v1.jsonl | outputs/segregated_results/open-source-base/raw/open-source/gemma_2_2b_it_P1_one_shot_javascript_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_one_shot_javascript_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_one_shot_javascript_400_v1_summary.json | outputs/segregated_results/open-source-base/eval/gemma_2_2b_it_P1_one_shot_javascript_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/gemma_2_2b_it_P1_one_shot_javascript_400_v1_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/gemma_2_2b_it_P1_one_shot_javascript_400_v1_correctness.json_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/gemma_2_2b_it_P1_one_shot_javascript_400_v1_correctness.json_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_one_shot_javascript_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_one_shot_javascript_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,gemma_2_2b_it,few_shot,python,2,2,2,True,True,True,True,outputs/segregated_results/open-source-base/raw/gemma_2_2b_it_P1_few_shot_python_400_v1.jsonl | outputs/segregated_results/open-source-base/raw/open-source/gemma_2_2b_it_P1_few_shot_python_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_few_shot_python_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_few_shot_python_400_v1_summary.json,outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_few_shot_python_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_few_shot_python_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,gemma_2_2b_it,few_shot,java,2,2,2,True,True,True,True,outputs/segregated_results/open-source-base/raw/gemma_2_2b_it_P1_few_shot_java_400_v1.jsonl | outputs/segregated_results/open-source-base/raw/open-source/gemma_2_2b_it_P1_few_shot_java_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_few_shot_java_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_few_shot_java_400_v1_summary.json,outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_few_shot_java_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_few_shot_java_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,gemma_2_2b_it,few_shot,javascript,2,2,2,True,True,True,True,outputs/segregated_results/open-source-base/raw/gemma_2_2b_it_P1_few_shot_javascript_400_v1.jsonl | outputs/segregated_results/open-source-base/raw/open-source/gemma_2_2b_it_P1_few_shot_javascript_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_few_shot_javascript_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_few_shot_javascript_400_v1_summary.json,outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_few_shot_javascript_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/gemma_2_2b_it_P1_few_shot_javascript_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,qwen25_1_5b_instruct,zero_shot,python,1,4,4,True,True,True,True,outputs/segregated_results/open-source-base/raw/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_correctness_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_correctness_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,qwen25_1_5b_instruct,zero_shot,java,1,4,4,True,True,True,True,outputs/segregated_results/open-source-base/raw/qwen25_1_5b_instruct_P1_zero_shot_java_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_java_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_java_400_v1_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_zero_shot_java_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_zero_shot_java_400_v1_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_zero_shot_java_400_v1_correctness_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_zero_shot_java_400_v1_correctness_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_java_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_java_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,qwen25_1_5b_instruct,zero_shot,javascript,1,4,4,True,True,True,True,outputs/segregated_results/open-source-base/raw/qwen25_1_5b_instruct_P1_zero_shot_javascript_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_javascript_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_javascript_400_v1_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_zero_shot_javascript_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_zero_shot_javascript_400_v1_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_zero_shot_javascript_400_v1_correctness_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_zero_shot_javascript_400_v1_correctness_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_javascript_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_javascript_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,qwen25_1_5b_instruct,one_shot,python,2,4,4,True,True,True,True,outputs/segregated_results/open-source-base/raw/open-source/qwen25_1_5b_instruct_P1_one_shot_python_400_v1.jsonl | outputs/segregated_results/open-source-base/raw/qwen25_1_5b_instruct_P1_one_shot_python_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_correctness.json_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_correctness.json_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,qwen25_1_5b_instruct,one_shot,java,2,4,4,True,True,True,True,outputs/segregated_results/open-source-base/raw/open-source/qwen25_1_5b_instruct_P1_one_shot_java_400_v1.jsonl | outputs/segregated_results/open-source-base/raw/qwen25_1_5b_instruct_P1_one_shot_java_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_java_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_java_400_v1_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_one_shot_java_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_one_shot_java_400_v1_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_one_shot_java_400_v1_correctness.json_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_one_shot_java_400_v1_correctness.json_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_java_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_java_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,qwen25_1_5b_instruct,one_shot,javascript,2,4,4,True,True,True,True,outputs/segregated_results/open-source-base/raw/open-source/qwen25_1_5b_instruct_P1_one_shot_javascript_400_v1.jsonl | outputs/segregated_results/open-source-base/raw/qwen25_1_5b_instruct_P1_one_shot_javascript_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_javascript_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_javascript_400_v1_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_one_shot_javascript_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_one_shot_javascript_400_v1_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_one_shot_javascript_400_v1_correctness.json_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_one_shot_javascript_400_v1_correctness.json_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_javascript_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_javascript_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,qwen25_1_5b_instruct,few_shot,python,1,4,4,True,True,True,True,outputs/segregated_results/open-source-base/raw/qwen25_1_5b_instruct_P1_few_shot_python_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_few_shot_python_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_few_shot_python_400_v1_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_few_shot_python_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_few_shot_python_400_v1_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_few_shot_python_400_v1_correctness_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_few_shot_python_400_v1_correctness_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_few_shot_python_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_few_shot_python_400_v1_code_grounded_summary.json
core_400_report_run,open-source-base,qwen25_1_5b_instruct,few_shot,java,1,4,4,True,True,True,True,outputs/segregated_results/open-source-base/raw/qwen25_1_5b_instruct_P1_few_shot_java_400_v1.jsonl,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_few_shot_java_400_v1_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_few_shot_java_400_v1_summary.json | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_few_shot_java_400_v1_eval.json_detailed.jsonl | outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_few_shot_java_400_v1_eval.json_summary.json,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_few_shot_java_400_v1_correctness_detailed.jsonl | outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_few_shot_java_400_v1_correctness_summary.json | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_few_shot_java_400_v1_code_grounded_detailed.jsonl | outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_few_shot_java_400_v1_code_grounded_summary.json
