artifact_id,repository_relative_path,source_relative_path,sha256,size_bytes,publication_status,reason
pub_00019,experiments/core_400/qwen2_5_coder_1_5b_instruct_lora/python/fs/assessment/automatic_detailed.jsonl,outputs/evaluation-and-correctness-may2026/open-source-fine-tuned/qwen25_coder_1_5b_lora_multilang/qwen25_coder_1_5b_instruct_lora_multilang_P1_few_shot_python_400_v1_detailed.jsonl,22415a58b1ff17aaa2a038f0542d0bcd89861d5d8c058de04e202b80bd8be065,347062,INCLUDE_GIT,authoritative selected compact public evidence
pub_00020,experiments/core_400/qwen2_5_coder_1_5b_instruct_lora/python/os/assessment/automatic_detailed.jsonl,outputs/evaluation-and-correctness-may2026/open-source-fine-tuned/qwen25_coder_1_5b_lora_multilang/qwen25_coder_1_5b_instruct_lora_multilang_P1_one_shot_python_400_v1_detailed.jsonl,2064caf8ec9ff2399f092b1f186c1d71c2e3d3bf42647fcd60a17b39abb6a9c0,348864,INCLUDE_GIT,authoritative selected compact public evidence
pub_00021,experiments/core_400/qwen2_5_coder_1_5b_instruct_lora/java/zs/assessment/automatic_detailed.jsonl,outputs/evaluation-and-correctness-may2026/open-source-fine-tuned/qwen25_coder_1_5b_lora_multilang/qwen25_coder_1_5b_instruct_lora_multilang_P1_zero_shot_java_400_v1_detailed.jsonl,62c271aa0ec925b442ea06e22b4b004859ccd38e05b652a3d3209fe71159599d,355691,INCLUDE_GIT,authoritative selected compact public evidence
pub_00022,results/final/clean_full_results.csv,outputs/final_results/thesis_tables_completed_qwen/clean_full_results.csv,837557a2312de58f2045afe2b017b25100b3c0736fae498e4cbafc2d621f2072,69846,INCLUDE_GIT,authoritative selected compact public evidence
pub_00023,results/final/family_language_prompt_averages.csv,outputs/final_results/thesis_tables_completed_qwen/family_language_prompt_averages.csv,768ed9b5504274e1a8635ee2a6bab4e8b2c471dde9d0d8c2cf3d57a9e5af8012,4755,INCLUDE_GIT,authoritative selected compact public evidence
pub_00024,results/final/final_prompt_run_details.csv,outputs/final_results/thesis_tables_completed_qwen/final_prompt_run_details.csv,b0762877d5c7791e3097541aeb36aa5ba39767ba3dd9ad4622612d9d4906c1a0,132379,INCLUDE_GIT,authoritative selected compact public evidence
pub_00025,results/final/final_report_run_details.md,outputs/final_results/thesis_tables_completed_qwen/final_report_run_details.md,21d91315c170e499baa5fd2f8d8db4e2de90beab6def296932aac1c1e233ee78,2883,INCLUDE_GIT,authoritative selected compact public evidence
pub_00026,results/final/java_full_comparison.csv,outputs/final_results/thesis_tables_completed_qwen/java_full_comparison.csv,6bf955c1acd82ae41267fc2c070332f3fa0e49e0c91c937097d35a15ca79ce33,23254,INCLUDE_GIT,authoritative selected compact public evidence
pub_00027,results/final/javascript_full_comparison.csv,outputs/final_results/thesis_tables_completed_qwen/javascript_full_comparison.csv,734b7d9bbf1f531b0fb8d0fb374c0321f5f9c35f9cb9fd160f6712444744791b,23968,INCLUDE_GIT,authoritative selected compact public evidence
pub_00028,results/final/language_level_averages.csv,outputs/final_results/thesis_tables_completed_qwen/language_level_averages.csv,c8acb8ed2a9308ed77250c4adfca8213cbd36b9ae31beec6c91bae00b4bbf73b,611,INCLUDE_GIT,authoritative selected compact public evidence
pub_00029,results/final/language_prompt_averages.csv,outputs/final_results/thesis_tables_completed_qwen/language_prompt_averages.csv,308de82477864e0e76bca00f3fb2fa36083cc59ec11cfa1b80b03bc26ff9b882,1577,INCLUDE_GIT,authoritative selected compact public evidence
pub_00030,results/final/model_level_averages.csv,outputs/final_results/thesis_tables_completed_qwen/model_level_averages.csv,78d8342dc7760b294fbe5158dda16b85c51389278271ea6d25cde80a0c48e2cf,2518,INCLUDE_GIT,authoritative selected compact public evidence
pub_00031,results/final/prompt_level_averages.csv,outputs/final_results/thesis_tables_completed_qwen/prompt_level_averages.csv,22155ce97b552b8a77ed940bc5e84f46d21880ae56812e8ec2c87814de27238b,599,INCLUDE_GIT,authoritative selected compact public evidence
pub_00032,results/final/python_full_comparison.csv,outputs/final_results/thesis_tables_completed_qwen/python_full_comparison.csv,ca6d80fd7cd5af946c74977901f8a5c72e168902469550506c487a90c67f3ad1,23230,INCLUDE_GIT,authoritative selected compact public evidence
pub_00033,results/final/thesis_ready_main_table.csv,outputs/final_results/thesis_tables_completed_qwen/thesis_ready_main_table.csv,9b8f8698fa7c8ca5fc731c616266ffb998c2631df357620d20bf5df62a19a20a,11767,INCLUDE_GIT,authoritative selected compact public evidence
pub_00034,results/final/top10_models_per_language_by_coverage.csv,outputs/final_results/thesis_tables_completed_qwen/top10_models_per_language_by_coverage.csv,d05fc9ccd14fb23187fdc23251ff70f55d7b740aec069e8246e3d9fd0c12cf8f,20860,INCLUDE_GIT,authoritative selected compact public evidence
pub_00035,results/final/zero_value_row_audit.csv,outputs/final_results/thesis_tables_completed_qwen/zero_value_row_audit.csv,4fb7c845e68ca349a07e2954736cdad7d6ce09a76d20641e34f098f8033cee01,4480,INCLUDE_GIT,authoritative selected compact public evidence
pub_00036,experiments/core_400/deepseek_chat_v3_2/java/fs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/deepseek_chat_P1_few_shot_java_400_v1.jsonl,9518a14efa370f2f6f59ee71ade022b262f2921443373ae8072cf1d87160871d,239830,INCLUDE_GIT,authoritative selected compact public evidence
pub_00037,experiments/core_400/deepseek_chat_v3_2/javascript/fs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/deepseek_chat_P1_few_shot_javascript_400_v1.jsonl,7d348408773403a67f7ab3e815371466524b7e27f29e9ae7ccad436bdbaa0962,214790,INCLUDE_GIT,authoritative selected compact public evidence
pub_00038,experiments/core_400/deepseek_chat_v3_2/python/fs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/deepseek_chat_P1_few_shot_python_400_v1.jsonl,68e360e20c94c400c1174321b944a11d81a3c4e74ef010640b065fb99413aab2,225705,INCLUDE_GIT,authoritative selected compact public evidence
pub_00039,experiments/core_400/deepseek_chat_v3_2/java/os/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/deepseek_chat_P1_one_shot_java_400_v1.jsonl,ca6fcecd17345049142443e42e3aa8121d2b41d20f91cb864b859a2b10fc4318,235387,INCLUDE_GIT,authoritative selected compact public evidence
pub_00040,experiments/core_400/deepseek_chat_v3_2/javascript/os/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1.jsonl,a56a397d6858e7aa3d86b78e7ec75ccdf829273da481bc9740b34a3a80559286,215050,INCLUDE_GIT,authoritative selected compact public evidence
pub_00041,experiments/core_400/deepseek_chat_v3_2/python/os/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/deepseek_chat_P1_one_shot_python_400_v1.jsonl,c0ca545e48b93963dfdacf71c237ddd0a53d82c28177b21fd15bbed430a86447,220549,INCLUDE_GIT,authoritative selected compact public evidence
pub_00042,experiments/core_400/deepseek_chat_v3_2/java/zs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/deepseek_chat_P1_zero_shot_java_400_v1.jsonl,bb00e42153b6c66b8b51bfc93ab2e43c317d53bd3ed25ec2d6d1d3db6ca87924,233401,INCLUDE_GIT,authoritative selected compact public evidence
pub_00043,experiments/core_400/deepseek_chat_v3_2/javascript/zs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1.jsonl,8ed5d09e4e7880b8132124fbfa3c5fbf911e87f961564248ed23502923fcf7f0,220681,INCLUDE_GIT,authoritative selected compact public evidence
pub_00044,experiments/core_400/deepseek_chat_v3_2/python/zs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/deepseek_chat_P1_zero_shot_python_400_v1.jsonl,93eb2e719d9a04748b369b98a1b5ff9c459759492f26d9a823765fdf1dac7fdb,225095,INCLUDE_GIT,authoritative selected compact public evidence
pub_00045,experiments/core_400/gemini_3_flash/java/fs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gemini_3_flash_preview_P1_few_shot_java_400_v1.jsonl,5e1010598a14a0eaa2e7b4be67dcb3dc1127ddcfe61cd966f54ce08340e0c5a0,257733,INCLUDE_GIT,authoritative selected compact public evidence
pub_00046,experiments/core_400/gemini_3_flash/javascript/fs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gemini_3_flash_preview_P1_few_shot_javascript_400_v1.jsonl,99d87a3ef4651af389d4be529c33bb24c80fa5853c0b0c06e859e224f11668f5,243561,INCLUDE_GIT,authoritative selected compact public evidence
pub_00047,experiments/core_400/gemini_3_flash/python/fs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gemini_3_flash_preview_P1_few_shot_python_400_v1.jsonl,279342f82f215c68a604ffa9a0a63c7f138a473e723cf0b8dec7b528600fb341,226411,INCLUDE_GIT,authoritative selected compact public evidence
pub_00048,experiments/core_400/gemini_3_flash/java/os/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gemini_3_flash_preview_P1_one_shot_java_400_v1.jsonl,e9c4f86d070a3d493251ab9d2740ddd62eed63d8862b1cad2a36467f5fe68f64,245359,INCLUDE_GIT,authoritative selected compact public evidence
pub_00049,experiments/core_400/gemini_3_flash/javascript/os/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gemini_3_flash_preview_P1_one_shot_javascript_400_v1.jsonl,1ccf85501c0249ee648c8efe359a092dd1af5d8cd02e230556a86f8b263098bc,227733,INCLUDE_GIT,authoritative selected compact public evidence
pub_00050,experiments/core_400/gemini_3_flash/python/os/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gemini_3_flash_preview_P1_one_shot_python_400_v1.jsonl,d447b4c53c17fb2459d5b68e116fb373b826d7da9b26048fda1e335d28120726,227208,INCLUDE_GIT,authoritative selected compact public evidence
pub_00051,experiments/core_400/gemini_3_flash/java/zs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gemini_3_flash_preview_P1_zero_shot_java_400_v1.jsonl,adc0d60be8d4967253b477284617543fcb056a24365646ee58712554a74d892e,234893,INCLUDE_GIT,authoritative selected compact public evidence
pub_00052,experiments/core_400/gemini_3_flash/javascript/zs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gemini_3_flash_preview_P1_zero_shot_javascript_400_v1.jsonl,bbecdb432e1786fe0ab64e1fb2a02a430c3798a888f1c6cef71788ab849c815b,222512,INCLUDE_GIT,authoritative selected compact public evidence
pub_00053,experiments/core_400/gemini_3_flash/python/zs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gemini_3_flash_preview_P1_zero_shot_python_400_v1.jsonl,5154aaaff927fbe469ef70970b735ce7a0feeaec6e329e852211ad0d33b9ed32,225797,INCLUDE_GIT,authoritative selected compact public evidence
pub_00054,experiments/core_400/gpt_5_1_codex/javascript/fs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_codex_P1_few_shot_javascript_400_v1.jsonl,4ee632e76ddb5c1200103b495e60d87d823a7a9e266f7a65ee317644cc8bd0cc,2603253,INCLUDE_GIT,authoritative selected compact public evidence
pub_00055,experiments/core_400/gpt_5_1_codex/python/fs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_codex_P1_few_shot_python_400_v1.jsonl,40f57b52f03066e91b4c35d1d140f73af90100bad33a90e0c2be169d841cda33,2713498,INCLUDE_GIT,authoritative selected compact public evidence
pub_00056,experiments/core_400/gpt_5_1_codex/java/os/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_codex_P1_one_shot_java_400_v1.jsonl,6c277bd4317fb6225f36d589be73db30e475f4dcf142419690a96b55b22cd5a9,2110979,INCLUDE_GIT,authoritative selected compact public evidence
pub_00057,experiments/core_400/gpt_5_1_codex/javascript/os/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_codex_P1_one_shot_javascript_400_v1.jsonl,13fb39f9199c760bb97e1a252ee9065b5dcb199cde3e27c783cc6ae3f5ac368c,2239709,INCLUDE_GIT,authoritative selected compact public evidence
pub_00058,experiments/core_400/gpt_5_1_codex/python/os/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_codex_P1_one_shot_python_400_v1.jsonl,7f47e4eb3e39e9a772c020ec0827e4ac032ca631ea1286a8f5912ba68caf83ec,2079947,INCLUDE_GIT,authoritative selected compact public evidence
pub_00059,experiments/core_400/gpt_5_1_codex/java/zs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_codex_P1_zero_shot_java_400_v1.jsonl,09ce2ec8c9fef7a28da8bc79325d248bc182edad7b9955635c11e38f1f493383,1811068,INCLUDE_GIT,authoritative selected compact public evidence
pub_00060,experiments/core_400/gpt_5_1_codex/javascript/zs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_codex_P1_zero_shot_javascript_400_v1.jsonl,128f7a332c9854352b791ce10073b794ee950ce75206e5b8da6003e061e5d85d,1878429,INCLUDE_GIT,authoritative selected compact public evidence
pub_00061,experiments/core_400/gpt_5_1_codex/python/zs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_codex_P1_zero_shot_python_400_v1.jsonl,ac58f377da3d7121a2a71fc7568059078f1c0f38e46d775be9cd45042c21d486,1794724,INCLUDE_GIT,authoritative selected compact public evidence
pub_00062,experiments/core_400/gpt_5_1/java/fs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_P1_few_shot_java_400_v1.jsonl,f60654bd0c0bfd6bbfa376263b09234ddc271df363ee7170b38437cccc21458f,2823364,INCLUDE_GIT,authoritative selected compact public evidence
pub_00063,experiments/core_400/gpt_5_1/javascript/fs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_P1_few_shot_javascript_400_v1.jsonl,eec3806c9c253831575a93457892e99b4b3bdde7d18067c2a8e253a399c3fac4,2577822,INCLUDE_GIT,authoritative selected compact public evidence
pub_00064,experiments/core_400/gpt_5_1/python/fs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_P1_few_shot_python_400_v1.jsonl,c53ae28b24213cfb91de418262af8e5e1b15c9385be9d51b7410bf9672f82ca2,2703181,INCLUDE_GIT,authoritative selected compact public evidence
pub_00065,experiments/core_400/gpt_5_1/java/os/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_P1_one_shot_java_400_v1.jsonl,40a84b32386b63a8ea4f1b7ff9403fad39170945918e46616742a96d41f06de9,2088610,INCLUDE_GIT,authoritative selected compact public evidence
pub_00066,experiments/core_400/gpt_5_1/javascript/os/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_P1_one_shot_javascript_400_v1.jsonl,1570b040d4502e080ce1ca6c08c15a016f9cfcaf136dd347d6f1539f73dad420,2217727,INCLUDE_GIT,authoritative selected compact public evidence
pub_00067,experiments/core_400/gpt_5_1/python/os/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_P1_one_shot_python_400_v1.jsonl,0b922f6d2225ddb77cf9647bc974c2cc586c79719ae05785b85d2027f9714b06,2049503,INCLUDE_GIT,authoritative selected compact public evidence
pub_00068,experiments/core_400/gpt_5_1/java/zs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_P1_zero_shot_java_400_v1.jsonl,0e6569a8026eef7ef53a9cda51657ce03c4e7b7093c639b07b5dffb1d0d9b013,1775902,INCLUDE_GIT,authoritative selected compact public evidence
pub_00069,experiments/core_400/gpt_5_1/javascript/zs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_P1_zero_shot_javascript_400_v1.jsonl,0622dfaf11805d6ec0d3223ac725e6700273b58453245cab764d254582da2ae9,1851709,INCLUDE_GIT,authoritative selected compact public evidence
pub_00070,experiments/core_400/gpt_5_1/python/zs/generation/raw_generations.jsonl,outputs/raw_generations/commercial-new/gpt_5_1_P1_zero_shot_python_400_v2.jsonl,f4971c24cdbf9aa35ceae07cedc9d2e83d5ac035ee7ea4fa112f830c136b7ffa,1762386,INCLUDE_GIT,authoritative selected compact public evidence
pub_00071,experiments/core_400/gpt_5_1_codex/java/fs/generation/raw_generations.jsonl,outputs/raw_generations/gpt_5_1_codex_P1_few_shot_java_400_v1.jsonl,0cfc5076ec41780c00ef898585559f965949b2eb1944e46d739f0ff3415777fc,2845802,INCLUDE_GIT,authoritative selected compact public evidence
pub_00072,experiments/core_400/codegemma_2b_lora/java/fs/generation/raw_generations.jsonl,outputs/raw_generations/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_few_shot_java_400_v1.jsonl,aa8b29c928c53f43b34a98c9749aac72b48b3a44cbf356b2026c134f2a76990d,237023,INCLUDE_GIT,authoritative selected compact public evidence
pub_00073,experiments/core_400/codegemma_2b_lora/javascript/fs/generation/raw_generations.jsonl,outputs/raw_generations/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_few_shot_javascript_400_v1.jsonl,9da3b8e4a765de211533122c8ed754efdeffeca615a5c980c605c30cbba28c40,221005,INCLUDE_GIT,authoritative selected compact public evidence
pub_00074,experiments/core_400/codegemma_2b_lora/python/fs/generation/raw_generations.jsonl,outputs/raw_generations/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_few_shot_python_400_v1.jsonl,1a4e1a2459fc64711719f3ac9f58598fca0dd55e267482b21e9652bab5bffc1f,224256,INCLUDE_GIT,authoritative selected compact public evidence
pub_00075,experiments/core_400/codegemma_2b_lora/java/os/generation/raw_generations.jsonl,outputs/raw_generations/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_one_shot_java_400_v1.jsonl,a7d30decac5be2d03dc153af7e079ac05f131f5eaa82d060416cc3e68729a1a4,246814,INCLUDE_GIT,authoritative selected compact public evidence
pub_00076,experiments/core_400/codegemma_2b_lora/javascript/os/generation/raw_generations.jsonl,outputs/raw_generations/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_one_shot_javascript_400_v1.jsonl,c4feb18d9fe0d515a80b8933b9ade339679a7aa2f24e4195ba6d4674d1d06d2a,241958,INCLUDE_GIT,authoritative selected compact public evidence
pub_00077,experiments/core_400/codegemma_2b_lora/python/os/generation/raw_generations.jsonl,outputs/raw_generations/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_one_shot_python_400_v1.jsonl,f5f4b78f784f2625588f7481f61bb89f69fb0bd037356be8a74ffa1b0065818b,228843,INCLUDE_GIT,authoritative selected compact public evidence
pub_00078,experiments/core_400/codegemma_2b_lora/java/zs/generation/raw_generations.jsonl,outputs/raw_generations/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_zero_shot_java_400_v1.jsonl,08e219f66a40518c7c8ceca0c762bf7c5b5984ca2bd6831123a603c9d28f01fc,240515,INCLUDE_GIT,authoritative selected compact public evidence
pub_00079,experiments/core_400/codegemma_2b_lora/javascript/zs/generation/raw_generations.jsonl,outputs/raw_generations/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_zero_shot_javascript_400_v1.jsonl,944c01f48a20fe95a69a573a1b0a21a6a75234eb5e8144e32809d3938e32ce98,234445,INCLUDE_GIT,authoritative selected compact public evidence
pub_00080,experiments/core_400/codegemma_2b_lora/python/zs/generation/raw_generations.jsonl,outputs/raw_generations/open-source-fine-tuned/codegemma_2b_lora_multilang/codegemma_2b_lora_multilang_P1_zero_shot_python_400_v1.jsonl,396dc77da7df4e48cb52fe87c908b9a4b52174670072eef1918c3ac9f2d6bfee,223844,INCLUDE_GIT,authoritative selected compact public evidence
pub_00081,experiments/core_400/gemma_2_2b_it_lora/java/fs/generation/raw_generations.jsonl,outputs/raw_generations/open-source-fine-tuned/gemma_2_2b_it_lora_multilang/gemma_2_2b_it_lora_multilang_P1_few_shot_java_400_v1.jsonl,5ed9b452fe75f0d0e6cc3e93e033ca9d8af7f3f47dd12ad9139e3477342e04a8,246792,INCLUDE_GIT,authoritative selected compact public evidence
pub_00082,experiments/core_400/gemma_2_2b_it_lora/javascript/fs/generation/raw_generations.jsonl,outputs/raw_generations/open-source-fine-tuned/gemma_2_2b_it_lora_multilang/gemma_2_2b_it_lora_multilang_P1_few_shot_javascript_400_v1.jsonl,3b644908aeb7391178fba8fa9e695143cc7a9356a6990382b2a13c256e460e9f,226570,INCLUDE_GIT,authoritative selected compact public evidence
pub_00083,experiments/core_400/gemma_2_2b_it_lora/python/fs/generation/raw_generations.jsonl,outputs/raw_generations/open-source-fine-tuned/gemma_2_2b_it_lora_multilang/gemma_2_2b_it_lora_multilang_P1_few_shot_python_400_v1.jsonl,3adc67125d4960d79feef3585b3cd7144e2d9edcbc99b8ce6e2d04987a86732f,224268,INCLUDE_GIT,authoritative selected compact public evidence
pub_00084,experiments/core_400/gemma_2_2b_it_lora/java/os/generation/raw_generations.jsonl,outputs/raw_generations/open-source-fine-tuned/gemma_2_2b_it_lora_multilang/gemma_2_2b_it_lora_multilang_P1_one_shot_java_400_v1.jsonl,f268aec78ca3577d1720b1463fa222cd8bea3304f1c38f3492121cbdcfb05828,246793,INCLUDE_GIT,authoritative selected compact public evidence
pub_00085,experiments/core_400/gemma_2_2b_it_lora/javascript/os/generation/raw_generations.jsonl,outputs/raw_generations/open-source-fine-tuned/gemma_2_2b_it_lora_multilang/gemma_2_2b_it_lora_multilang_P1_one_shot_javascript_400_v1.jsonl,f50331a5509e47e42fa270734820a4d1cbd9904392aae85ea7ff3fe89fc65945,226583,INCLUDE_GIT,authoritative selected compact public evidence
pub_00086,experiments/core_400/gemma_2_2b_it_lora/python/os/generation/raw_generations.jsonl,outputs/raw_generations/open-source-fine-tuned/gemma_2_2b_it_lora_multilang/gemma_2_2b_it_lora_multilang_P1_one_shot_python_400_v1.jsonl,77263b03ca67f6111dc19e933a88bb6e64072093c991c0e92d646f0a68b2a2ea,224269,INCLUDE_GIT,authoritative selected compact public evidence
pub_00087,experiments/core_400/gemma_2_2b_it_lora/java/zs/generation/raw_generations.jsonl,outputs/raw_generations/open-source-fine-tuned/gemma_2_2b_it_lora_multilang/gemma_2_2b_it_lora_multilang_P1_zero_shot_java_400_v1.jsonl,c54cb96714c84e74671d1a5b116f6c5f7a05006770bde74daa509d97b5d38990,246778,INCLUDE_GIT,authoritative selected compact public evidence
