condition_id,artifact_type,source_relative_path,public_path,source_sha256,public_sha256,publication_decision
deepseek_chat_v3_2__javascript__fs,automatic_summary,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_javascript_400_v1_summary.json,experiments/core_400/deepseek_chat_v3_2/javascript/fs/assessment/automatic_summary.json,7b098a143ae41c03a4e8d4f77f23264690d03dcac7b93e1b8bfb90de30838ea6,7b098a143ae41c03a4e8d4f77f23264690d03dcac7b93e1b8bfb90de30838ea6,INCLUDE_GIT
deepseek_chat_v3_2__javascript__fs,code_grounded_detailed,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_javascript_400_v1_code_grounded_detailed.jsonl,experiments/core_400/deepseek_chat_v3_2/javascript/fs/assessment/code_grounded_detailed.jsonl,090e03aff1e03274768e41c2a071eb84dd5ddcbee9b73e64204d7b3c59bdb1f9,090e03aff1e03274768e41c2a071eb84dd5ddcbee9b73e64204d7b3c59bdb1f9,INCLUDE_GIT
deepseek_chat_v3_2__javascript__fs,code_grounded_summary,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_javascript_400_v1_code_grounded_summary.json,experiments/core_400/deepseek_chat_v3_2/javascript/fs/assessment/code_grounded_summary.json,57f305456e6761ecbc5321d3a7647100ae574dccc8b961ea463550354e855487,57f305456e6761ecbc5321d3a7647100ae574dccc8b961ea463550354e855487,INCLUDE_GIT
deepseek_chat_v3_2__javascript__os,raw_generation,outputs/raw_generations/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1.jsonl,experiments/core_400/deepseek_chat_v3_2/javascript/os/generation/raw_generations.jsonl,a56a397d6858e7aa3d86b78e7ec75ccdf829273da481bc9740b34a3a80559286,a56a397d6858e7aa3d86b78e7ec75ccdf829273da481bc9740b34a3a80559286,INCLUDE_GIT
deepseek_chat_v3_2__javascript__os,automatic_detailed,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1_detailed.jsonl,experiments/core_400/deepseek_chat_v3_2/javascript/os/assessment/automatic_detailed.jsonl,f7fae25503beceb635103c23e222d0f9a501e22ab638200a1fa5f880ce07e576,f7fae25503beceb635103c23e222d0f9a501e22ab638200a1fa5f880ce07e576,INCLUDE_GIT
deepseek_chat_v3_2__javascript__os,automatic_summary,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1_summary.json,experiments/core_400/deepseek_chat_v3_2/javascript/os/assessment/automatic_summary.json,876c8acb41029c19c3e8597a442104daea837bf9fd6c339d3b51e2a13f63aa4b,876c8acb41029c19c3e8597a442104daea837bf9fd6c339d3b51e2a13f63aa4b,INCLUDE_GIT
deepseek_chat_v3_2__javascript__os,code_grounded_detailed,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_one_shot_javascript_400_v1_correctness.json_detailed.jsonl,experiments/core_400/deepseek_chat_v3_2/javascript/os/assessment/code_grounded_detailed.jsonl,e9a920e803b99ef80ddccc4a93362167f7535e405b892abedc6609ccaacc6b76,e9a920e803b99ef80ddccc4a93362167f7535e405b892abedc6609ccaacc6b76,INCLUDE_GIT
deepseek_chat_v3_2__javascript__os,code_grounded_summary,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_one_shot_javascript_400_v1_correctness.json_summary.json,experiments/core_400/deepseek_chat_v3_2/javascript/os/assessment/code_grounded_summary.json,aee1ddb38efdd905f69c2aa55dcc342718b8f5c0615534d7cb4b4183be446e26,aee1ddb38efdd905f69c2aa55dcc342718b8f5c0615534d7cb4b4183be446e26,INCLUDE_GIT
deepseek_chat_v3_2__javascript__zs,raw_generation,outputs/raw_generations/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1.jsonl,experiments/core_400/deepseek_chat_v3_2/javascript/zs/generation/raw_generations.jsonl,8ed5d09e4e7880b8132124fbfa3c5fbf911e87f961564248ed23502923fcf7f0,8ed5d09e4e7880b8132124fbfa3c5fbf911e87f961564248ed23502923fcf7f0,INCLUDE_GIT
deepseek_chat_v3_2__javascript__zs,automatic_detailed,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_detailed.jsonl,experiments/core_400/deepseek_chat_v3_2/javascript/zs/assessment/automatic_detailed.jsonl,864ba0333dcd2da54f95448cca31f0bf1c254d14bc8c0b3a71f3646a3dd73fb5,864ba0333dcd2da54f95448cca31f0bf1c254d14bc8c0b3a71f3646a3dd73fb5,INCLUDE_GIT
deepseek_chat_v3_2__javascript__zs,automatic_summary,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_summary.json,experiments/core_400/deepseek_chat_v3_2/javascript/zs/assessment/automatic_summary.json,a8a6a068f383d2f00856ffad9cf6c114b2cfbcb2f6a87afe24c3cba8c49e31a4,a8a6a068f383d2f00856ffad9cf6c114b2cfbcb2f6a87afe24c3cba8c49e31a4,INCLUDE_GIT
deepseek_chat_v3_2__javascript__zs,code_grounded_detailed,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_zero_shot_javascript_400_v1_correctness.json_detailed.jsonl,experiments/core_400/deepseek_chat_v3_2/javascript/zs/assessment/code_grounded_detailed.jsonl,7cc6931a4b15335b7a5f5d8b18367facc17ad8f52337fde30e2b4e0edfcca08c,7cc6931a4b15335b7a5f5d8b18367facc17ad8f52337fde30e2b4e0edfcca08c,INCLUDE_GIT
deepseek_chat_v3_2__javascript__zs,code_grounded_summary,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_zero_shot_javascript_400_v1_correctness.json_summary.json,experiments/core_400/deepseek_chat_v3_2/javascript/zs/assessment/code_grounded_summary.json,804d207c61f1cdf9f742c29e91b6e56c6eac59c9e69b3a1ea28f4904bf25b525,804d207c61f1cdf9f742c29e91b6e56c6eac59c9e69b3a1ea28f4904bf25b525,INCLUDE_GIT
deepseek_chat_v3_2__python__fs,raw_generation,outputs/raw_generations/commercial-new/deepseek_chat_P1_few_shot_python_400_v1.jsonl,experiments/core_400/deepseek_chat_v3_2/python/fs/generation/raw_generations.jsonl,68e360e20c94c400c1174321b944a11d81a3c4e74ef010640b065fb99413aab2,68e360e20c94c400c1174321b944a11d81a3c4e74ef010640b065fb99413aab2,INCLUDE_GIT
deepseek_chat_v3_2__python__fs,automatic_detailed,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_detailed.jsonl,experiments/core_400/deepseek_chat_v3_2/python/fs/assessment/automatic_detailed.jsonl,cf2d8f0dc41b965f27b60effc764d56d7c991040441cb45ec3a745404930aeb5,cf2d8f0dc41b965f27b60effc764d56d7c991040441cb45ec3a745404930aeb5,INCLUDE_GIT
deepseek_chat_v3_2__python__fs,automatic_summary,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_summary.json,experiments/core_400/deepseek_chat_v3_2/python/fs/assessment/automatic_summary.json,32adacaa4ad707b844c29de0baa4cf3f7f8acc7e87dcb6fbdb48d48ba27259fd,32adacaa4ad707b844c29de0baa4cf3f7f8acc7e87dcb6fbdb48d48ba27259fd,INCLUDE_GIT
deepseek_chat_v3_2__python__fs,code_grounded_detailed,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_code_grounded_detailed.jsonl,experiments/core_400/deepseek_chat_v3_2/python/fs/assessment/code_grounded_detailed.jsonl,efd5114ed8f77178e782c6266456089a2fc0e44f65f193fa5c382fc64b69b2e7,efd5114ed8f77178e782c6266456089a2fc0e44f65f193fa5c382fc64b69b2e7,INCLUDE_GIT
deepseek_chat_v3_2__python__fs,code_grounded_summary,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_python_400_v1_code_grounded_summary.json,experiments/core_400/deepseek_chat_v3_2/python/fs/assessment/code_grounded_summary.json,3afd3eac18fd629f5f319eb95bafe6f30603254f3d462a9a9281d83d90d29f44,3afd3eac18fd629f5f319eb95bafe6f30603254f3d462a9a9281d83d90d29f44,INCLUDE_GIT
deepseek_chat_v3_2__python__os,raw_generation,outputs/raw_generations/commercial-new/deepseek_chat_P1_one_shot_python_400_v1.jsonl,experiments/core_400/deepseek_chat_v3_2/python/os/generation/raw_generations.jsonl,c0ca545e48b93963dfdacf71c237ddd0a53d82c28177b21fd15bbed430a86447,c0ca545e48b93963dfdacf71c237ddd0a53d82c28177b21fd15bbed430a86447,INCLUDE_GIT
deepseek_chat_v3_2__python__os,automatic_detailed,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_detailed.jsonl,experiments/core_400/deepseek_chat_v3_2/python/os/assessment/automatic_detailed.jsonl,46f85e1d87cc4ffec8fe3e1d4d1fe44c867fb4019823a10d5788f07d7511f564,46f85e1d87cc4ffec8fe3e1d4d1fe44c867fb4019823a10d5788f07d7511f564,INCLUDE_GIT
deepseek_chat_v3_2__python__os,automatic_summary,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_summary.json,experiments/core_400/deepseek_chat_v3_2/python/os/assessment/automatic_summary.json,9c2944409bff8e4afca914527de9d4562726fd53b1f3f96603cd0f8962bec77d,9c2944409bff8e4afca914527de9d4562726fd53b1f3f96603cd0f8962bec77d,INCLUDE_GIT
deepseek_chat_v3_2__python__os,code_grounded_detailed,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_one_shot_python_400_v1_correctness.json_detailed.jsonl,experiments/core_400/deepseek_chat_v3_2/python/os/assessment/code_grounded_detailed.jsonl,212932c3fba5d61a842bfba666903e1dede42a5408a49dae0faa71757c5422b0,212932c3fba5d61a842bfba666903e1dede42a5408a49dae0faa71757c5422b0,INCLUDE_GIT
deepseek_chat_v3_2__python__os,code_grounded_summary,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_one_shot_python_400_v1_correctness.json_summary.json,experiments/core_400/deepseek_chat_v3_2/python/os/assessment/code_grounded_summary.json,d12026df828ab0bfd5b2513d31cdf9d0178585cf6d5ba316489d289a420521b5,d12026df828ab0bfd5b2513d31cdf9d0178585cf6d5ba316489d289a420521b5,INCLUDE_GIT
deepseek_chat_v3_2__python__zs,raw_generation,outputs/raw_generations/commercial-new/deepseek_chat_P1_zero_shot_python_400_v1.jsonl,experiments/core_400/deepseek_chat_v3_2/python/zs/generation/raw_generations.jsonl,93eb2e719d9a04748b369b98a1b5ff9c459759492f26d9a823765fdf1dac7fdb,93eb2e719d9a04748b369b98a1b5ff9c459759492f26d9a823765fdf1dac7fdb,INCLUDE_GIT
deepseek_chat_v3_2__python__zs,automatic_detailed,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_python_400_v1_detailed.jsonl,experiments/core_400/deepseek_chat_v3_2/python/zs/assessment/automatic_detailed.jsonl,3cd447c378a7bd7cdcbf4dc5e404e82cf9c62ced021c87b31b4d7a883b6b0771,3cd447c378a7bd7cdcbf4dc5e404e82cf9c62ced021c87b31b4d7a883b6b0771,INCLUDE_GIT
deepseek_chat_v3_2__python__zs,automatic_summary,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_python_400_v1_summary.json,experiments/core_400/deepseek_chat_v3_2/python/zs/assessment/automatic_summary.json,d67a77f5b075413aa5d48ea873aafaedfa9f3502d8dc4b81e4a6d855f8292990,d67a77f5b075413aa5d48ea873aafaedfa9f3502d8dc4b81e4a6d855f8292990,INCLUDE_GIT
deepseek_chat_v3_2__python__zs,code_grounded_detailed,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_zero_shot_python_400_v1_correctness.json_detailed.jsonl,experiments/core_400/deepseek_chat_v3_2/python/zs/assessment/code_grounded_detailed.jsonl,cadc90750ac0c25ecf8f720fc46aa88603626a1915f9dc228761f898bf089154,cadc90750ac0c25ecf8f720fc46aa88603626a1915f9dc228761f898bf089154,INCLUDE_GIT
deepseek_chat_v3_2__python__zs,code_grounded_summary,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_zero_shot_python_400_v1_correctness.json_summary.json,experiments/core_400/deepseek_chat_v3_2/python/zs/assessment/code_grounded_summary.json,47293bffbb229be41b90017d6699ed6fd1296e8f0ba0ba92c72037f1322e0253,47293bffbb229be41b90017d6699ed6fd1296e8f0ba0ba92c72037f1322e0253,INCLUDE_GIT
gemini_3_flash__java__fs,raw_generation,outputs/raw_generations/commercial-new/gemini_3_flash_preview_P1_few_shot_java_400_v1.jsonl,experiments/core_400/gemini_3_flash/java/fs/generation/raw_generations.jsonl,5e1010598a14a0eaa2e7b4be67dcb3dc1127ddcfe61cd966f54ce08340e0c5a0,5e1010598a14a0eaa2e7b4be67dcb3dc1127ddcfe61cd966f54ce08340e0c5a0,INCLUDE_GIT
gemini_3_flash__java__fs,automatic_detailed,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_java_400_v1_detailed.jsonl,experiments/core_400/gemini_3_flash/java/fs/assessment/automatic_detailed.jsonl,9ade424a3cb9a0a174b9f0b2afc338cd3cfdbfa11cb123a1c80d47881ad0ad02,9ade424a3cb9a0a174b9f0b2afc338cd3cfdbfa11cb123a1c80d47881ad0ad02,INCLUDE_GIT
gemini_3_flash__java__fs,automatic_summary,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_java_400_v1_summary.json,experiments/core_400/gemini_3_flash/java/fs/assessment/automatic_summary.json,2fe05009bb8268a0876b9d1f49cf94f56fe3df6234997c8b2f31f7ba8a3956b4,2fe05009bb8268a0876b9d1f49cf94f56fe3df6234997c8b2f31f7ba8a3956b4,INCLUDE_GIT
gemini_3_flash__java__fs,code_grounded_detailed,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_java_400_v1_code_grounded_detailed.jsonl,experiments/core_400/gemini_3_flash/java/fs/assessment/code_grounded_detailed.jsonl,fd38873fe9ff775c2f2953d5779206caa22b60c740e5e7e4c7caeb79b34242c9,fd38873fe9ff775c2f2953d5779206caa22b60c740e5e7e4c7caeb79b34242c9,INCLUDE_GIT
gemini_3_flash__java__fs,code_grounded_summary,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_java_400_v1_code_grounded_summary.json,experiments/core_400/gemini_3_flash/java/fs/assessment/code_grounded_summary.json,27ebde568f3ae19058a509e904361d07134afc79538777027958f149bf7e60e6,27ebde568f3ae19058a509e904361d07134afc79538777027958f149bf7e60e6,INCLUDE_GIT
gemini_3_flash__java__os,raw_generation,outputs/raw_generations/commercial-new/gemini_3_flash_preview_P1_one_shot_java_400_v1.jsonl,experiments/core_400/gemini_3_flash/java/os/generation/raw_generations.jsonl,e9c4f86d070a3d493251ab9d2740ddd62eed63d8862b1cad2a36467f5fe68f64,e9c4f86d070a3d493251ab9d2740ddd62eed63d8862b1cad2a36467f5fe68f64,INCLUDE_GIT
gemini_3_flash__java__os,automatic_detailed,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_java_400_v1_detailed.jsonl,experiments/core_400/gemini_3_flash/java/os/assessment/automatic_detailed.jsonl,0ff4972b8a90bce86f9a1b24d5876735c9b8548ce9402316e88dfc7d26ebe0f2,0ff4972b8a90bce86f9a1b24d5876735c9b8548ce9402316e88dfc7d26ebe0f2,INCLUDE_GIT
gemini_3_flash__java__os,automatic_summary,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_java_400_v1_summary.json,experiments/core_400/gemini_3_flash/java/os/assessment/automatic_summary.json,89449da8d76b8206039ff95e4c74c068b5bba1e5e641d6b2253e051b46cea22d,89449da8d76b8206039ff95e4c74c068b5bba1e5e641d6b2253e051b46cea22d,INCLUDE_GIT
gemini_3_flash__java__os,code_grounded_detailed,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_java_400_v1_code_grounded_detailed.jsonl,experiments/core_400/gemini_3_flash/java/os/assessment/code_grounded_detailed.jsonl,ca5ce82e47af683bac2af41c70efcbe501a372142ea668d00086bfdfbba7046f,ca5ce82e47af683bac2af41c70efcbe501a372142ea668d00086bfdfbba7046f,INCLUDE_GIT
gemini_3_flash__java__os,code_grounded_summary,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_java_400_v1_code_grounded_summary.json,experiments/core_400/gemini_3_flash/java/os/assessment/code_grounded_summary.json,6b909fc7b06d2c848a4215ec0b19b2da94dccbddc8abb76ca123a6dc4417da85,6b909fc7b06d2c848a4215ec0b19b2da94dccbddc8abb76ca123a6dc4417da85,INCLUDE_GIT
gemini_3_flash__java__zs,raw_generation,outputs/raw_generations/commercial-new/gemini_3_flash_preview_P1_zero_shot_java_400_v1.jsonl,experiments/core_400/gemini_3_flash/java/zs/generation/raw_generations.jsonl,adc0d60be8d4967253b477284617543fcb056a24365646ee58712554a74d892e,adc0d60be8d4967253b477284617543fcb056a24365646ee58712554a74d892e,INCLUDE_GIT
gemini_3_flash__java__zs,automatic_detailed,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_zero_shot_java_400_v1_detailed.jsonl,experiments/core_400/gemini_3_flash/java/zs/assessment/automatic_detailed.jsonl,de956290b5a58b43f157df005775a6fd65252b25b0b0b94ac49e1f849640d4aa,de956290b5a58b43f157df005775a6fd65252b25b0b0b94ac49e1f849640d4aa,INCLUDE_GIT
gemini_3_flash__java__zs,automatic_summary,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_zero_shot_java_400_v1_summary.json,experiments/core_400/gemini_3_flash/java/zs/assessment/automatic_summary.json,0b0f9372437e053b1eff4ec37276125a1264edeacbe67f0a1c2e45633b1bf20a,0b0f9372437e053b1eff4ec37276125a1264edeacbe67f0a1c2e45633b1bf20a,INCLUDE_GIT
gemini_3_flash__java__zs,code_grounded_detailed,outputs/segregated_results/commercial-base/correctness/gemini_3_flash_preview_P1_zero_shot_java_400_v1_correctness.json_detailed.jsonl,experiments/core_400/gemini_3_flash/java/zs/assessment/code_grounded_detailed.jsonl,4b4fa0b8dc9886f7315e46f35952264f3cd25cfc25588281254158368b97b00a,4b4fa0b8dc9886f7315e46f35952264f3cd25cfc25588281254158368b97b00a,INCLUDE_GIT
gemini_3_flash__java__zs,code_grounded_summary,outputs/segregated_results/commercial-base/correctness/gemini_3_flash_preview_P1_zero_shot_java_400_v1_correctness.json_summary.json,experiments/core_400/gemini_3_flash/java/zs/assessment/code_grounded_summary.json,5a590ae4eed4e8b09483ed00ac9a2804c8d0fe09e0c4af6d00b7c4e910a6264c,5a590ae4eed4e8b09483ed00ac9a2804c8d0fe09e0c4af6d00b7c4e910a6264c,INCLUDE_GIT
gemini_3_flash__javascript__fs,raw_generation,outputs/raw_generations/commercial-new/gemini_3_flash_preview_P1_few_shot_javascript_400_v1.jsonl,experiments/core_400/gemini_3_flash/javascript/fs/generation/raw_generations.jsonl,99d87a3ef4651af389d4be529c33bb24c80fa5853c0b0c06e859e224f11668f5,99d87a3ef4651af389d4be529c33bb24c80fa5853c0b0c06e859e224f11668f5,INCLUDE_GIT
gemini_3_flash__javascript__fs,automatic_detailed,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_javascript_400_v1_detailed.jsonl,experiments/core_400/gemini_3_flash/javascript/fs/assessment/automatic_detailed.jsonl,11cfcdf7019b0baded89b90ceeeda5f4495a82409d0b1d5942c1a87d8e02521e,11cfcdf7019b0baded89b90ceeeda5f4495a82409d0b1d5942c1a87d8e02521e,INCLUDE_GIT
gemini_3_flash__javascript__fs,automatic_summary,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_javascript_400_v1_summary.json,experiments/core_400/gemini_3_flash/javascript/fs/assessment/automatic_summary.json,d8012faf5bcea41c5ccf601e61dbaed5f283c967f4fff3b2c9c03ce3e845d716,d8012faf5bcea41c5ccf601e61dbaed5f283c967f4fff3b2c9c03ce3e845d716,INCLUDE_GIT
