duplicate_group,sha256,group_size,size_bytes,source_relative_path
3,7919babf93c7ab89ce8f18cc1eccc95792468cad53b127ca9cd712bbfd214e5e,6,350041,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1_correctness_detailed.jsonl
3,7919babf93c7ab89ce8f18cc1eccc95792468cad53b127ca9cd712bbfd214e5e,6,350041,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_few_shot_python_400_v1_code_grounded_detailed.jsonl
4,01904ec460a130d23991da997ccd48660ca5da4f7956fd3af338e1bea75f904d,5,317193,outputs/correctness/deepseek_chat_P1_zero_shot_java_400_v1_correctness.json_detailed.jsonl
4,01904ec460a130d23991da997ccd48660ca5da4f7956fd3af338e1bea75f904d,5,317193,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_zero_shot_java_400_v1_code_grounded_detailed.jsonl
4,01904ec460a130d23991da997ccd48660ca5da4f7956fd3af338e1bea75f904d,5,317193,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_zero_shot_java_400_v1_correctness.json_detailed.jsonl
4,01904ec460a130d23991da997ccd48660ca5da4f7956fd3af338e1bea75f904d,5,317193,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_zero_shot_java_400_v1_code_grounded_detailed.jsonl
4,01904ec460a130d23991da997ccd48660ca5da4f7956fd3af338e1bea75f904d,5,317193,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_java_400_v1_code_grounded_detailed.jsonl
5,0401ef9e428d0ec4e6ff223e9504205c3dee5f927ae86c0d6abedbc1fd9fa82a,5,6624,outputs/evaluation-and-correctness-may2026/commercial-new/gpt_5_1_codex_P1_zero_shot_python_10_smoke_v2_detailed.jsonl
5,0401ef9e428d0ec4e6ff223e9504205c3dee5f927ae86c0d6abedbc1fd9fa82a,5,6624,outputs/evaluations/gpt_5_1_codex_P1_zero_shot_python_10_smoke_v2_eval.json_detailed.jsonl
5,0401ef9e428d0ec4e6ff223e9504205c3dee5f927ae86c0d6abedbc1fd9fa82a,5,6624,outputs/segregated_results/commercial-base/eval/gpt_5_1_codex_P1_zero_shot_python_10_smoke_v2_eval.json_detailed.jsonl
5,0401ef9e428d0ec4e6ff223e9504205c3dee5f927ae86c0d6abedbc1fd9fa82a,5,6624,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/gpt_5_1_codex_P1_zero_shot_python_10_smoke_v2_detailed.jsonl
5,0401ef9e428d0ec4e6ff223e9504205c3dee5f927ae86c0d6abedbc1fd9fa82a,5,6624,outputs/segregated_results/commercial-base/may2026/commercial-new/gpt_5_1_codex_P1_zero_shot_python_10_smoke_v2_detailed.jsonl
6,090e03aff1e03274768e41c2a071eb84dd5ddcbee9b73e64204d7b3c59bdb1f9,5,320140,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_few_shot_javascript_400_v1_code_grounded_detailed.jsonl
6,090e03aff1e03274768e41c2a071eb84dd5ddcbee9b73e64204d7b3c59bdb1f9,5,320140,outputs/evaluations/deepseek_chat_P1_few_shot_javascript_400_v1_code_grounded_detailed.jsonl
6,090e03aff1e03274768e41c2a071eb84dd5ddcbee9b73e64204d7b3c59bdb1f9,5,320140,outputs/segregated_results/commercial-base/eval/deepseek_chat_P1_few_shot_javascript_400_v1_code_grounded_detailed.jsonl
6,090e03aff1e03274768e41c2a071eb84dd5ddcbee9b73e64204d7b3c59bdb1f9,5,320140,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_few_shot_javascript_400_v1_code_grounded_detailed.jsonl
6,090e03aff1e03274768e41c2a071eb84dd5ddcbee9b73e64204d7b3c59bdb1f9,5,320140,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_few_shot_javascript_400_v1_code_grounded_detailed.jsonl
7,0b8d861603b72e1ab4ff621cdc11c59a9356060fbdfc85854421ec87bdc36e0e,5,8949,outputs/evaluation-and-correctness-may2026/commercial-new/gpt_5_4_P1_zero_shot_python_10_smoke_v1_detailed.jsonl
7,0b8d861603b72e1ab4ff621cdc11c59a9356060fbdfc85854421ec87bdc36e0e,5,8949,outputs/evaluations/gpt_5_4_P1_zero_shot_python_10_smoke_v1_eval.json_detailed.jsonl
7,0b8d861603b72e1ab4ff621cdc11c59a9356060fbdfc85854421ec87bdc36e0e,5,8949,outputs/segregated_results/commercial-base/eval/gpt_5_4_P1_zero_shot_python_10_smoke_v1_eval.json_detailed.jsonl
7,0b8d861603b72e1ab4ff621cdc11c59a9356060fbdfc85854421ec87bdc36e0e,5,8949,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/gpt_5_4_P1_zero_shot_python_10_smoke_v1_detailed.jsonl
7,0b8d861603b72e1ab4ff621cdc11c59a9356060fbdfc85854421ec87bdc36e0e,5,8949,outputs/segregated_results/commercial-base/may2026/commercial-new/gpt_5_4_P1_zero_shot_python_10_smoke_v1_detailed.jsonl
8,212932c3fba5d61a842bfba666903e1dede42a5408a49dae0faa71757c5422b0,5,316529,outputs/correctness/deepseek_chat_P1_one_shot_python_400_v1_correctness.json_detailed.jsonl
8,212932c3fba5d61a842bfba666903e1dede42a5408a49dae0faa71757c5422b0,5,316529,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_code_grounded_detailed.jsonl
8,212932c3fba5d61a842bfba666903e1dede42a5408a49dae0faa71757c5422b0,5,316529,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_one_shot_python_400_v1_correctness.json_detailed.jsonl
8,212932c3fba5d61a842bfba666903e1dede42a5408a49dae0faa71757c5422b0,5,316529,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_code_grounded_detailed.jsonl
8,212932c3fba5d61a842bfba666903e1dede42a5408a49dae0faa71757c5422b0,5,316529,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_code_grounded_detailed.jsonl
9,276f4394bc00805855239ead083c9e84cb8651d7b2ac934340e85d60b738d174,5,323757,outputs/correctness/gpt_5_4_P1_zero_shot_java_400_v1_correctness.json_detailed.jsonl
9,276f4394bc00805855239ead083c9e84cb8651d7b2ac934340e85d60b738d174,5,323757,outputs/evaluation-and-correctness-may2026/commercial-new/gpt_5_4_P1_zero_shot_java_400_v1_code_grounded_detailed.jsonl
9,276f4394bc00805855239ead083c9e84cb8651d7b2ac934340e85d60b738d174,5,323757,outputs/segregated_results/commercial-base/correctness/gpt_5_4_P1_zero_shot_java_400_v1_correctness.json_detailed.jsonl
9,276f4394bc00805855239ead083c9e84cb8651d7b2ac934340e85d60b738d174,5,323757,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/gpt_5_4_P1_zero_shot_java_400_v1_code_grounded_detailed.jsonl
9,276f4394bc00805855239ead083c9e84cb8651d7b2ac934340e85d60b738d174,5,323757,outputs/segregated_results/commercial-base/may2026/commercial-new/gpt_5_4_P1_zero_shot_java_400_v1_code_grounded_detailed.jsonl
10,2a58db73ed28fedb3fd9a8de6d03ca02823d118decad6ee1375ac48c525a23a6,5,344820,outputs/correctness/gpt_5_3_codex_P1_zero_shot_java_400_v1_correctness.json_detailed.jsonl
10,2a58db73ed28fedb3fd9a8de6d03ca02823d118decad6ee1375ac48c525a23a6,5,344820,outputs/evaluation-and-correctness-may2026/commercial-new/gpt_5_3_codex_P1_zero_shot_java_400_v1_code_grounded_detailed.jsonl
10,2a58db73ed28fedb3fd9a8de6d03ca02823d118decad6ee1375ac48c525a23a6,5,344820,outputs/segregated_results/commercial-base/correctness/gpt_5_3_codex_P1_zero_shot_java_400_v1_correctness.json_detailed.jsonl
10,2a58db73ed28fedb3fd9a8de6d03ca02823d118decad6ee1375ac48c525a23a6,5,344820,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/gpt_5_3_codex_P1_zero_shot_java_400_v1_code_grounded_detailed.jsonl
10,2a58db73ed28fedb3fd9a8de6d03ca02823d118decad6ee1375ac48c525a23a6,5,344820,outputs/segregated_results/commercial-base/may2026/commercial-new/gpt_5_3_codex_P1_zero_shot_java_400_v1_code_grounded_detailed.jsonl
11,33d2a729d170325107000dd297404c33e5518fed6ff781090caebc15cf1561b0,5,1142129,outputs/correctness/qwen25_coder_1_5b_instruct_P1_zero_shot_python_1200_v1_correctness.json_detailed.jsonl
11,33d2a729d170325107000dd297404c33e5518fed6ff781090caebc15cf1561b0,5,1142129,outputs/evaluation_And_corrctness_may2026_1/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_1200_v1_code_grounded_detailed.jsonl
11,33d2a729d170325107000dd297404c33e5518fed6ff781090caebc15cf1561b0,5,1142129,outputs/segregated_results/open-source-base/_long_paths/42bdfb37abe6_qwen25_coder_1_5b_instruct_P1_zero_shot_python_1200_v1_code_grounded_detailed.jsonl
11,33d2a729d170325107000dd297404c33e5518fed6ff781090caebc15cf1561b0,5,1142129,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_zero_shot_python_1200_v1_correctness.json_detailed.jsonl
11,33d2a729d170325107000dd297404c33e5518fed6ff781090caebc15cf1561b0,5,1142129,outputs/segregated_results/open-source-base/may2026_legacy/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_1200_v1_code_grounded_detailed.jsonl
12,384c40b35f9ae730cbcfbfa2a79120df37ac50c70d7de3946127e8e94aa8f452,5,94982,outputs/correctness/qwen25_coder_1_5b_instruct_P1_zero_shot_python_100_v1_correctness.json_detailed.jsonl
12,384c40b35f9ae730cbcfbfa2a79120df37ac50c70d7de3946127e8e94aa8f452,5,94982,outputs/evaluation_And_corrctness_may2026_1/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_100_v1_code_grounded_detailed.jsonl
12,384c40b35f9ae730cbcfbfa2a79120df37ac50c70d7de3946127e8e94aa8f452,5,94982,outputs/segregated_results/open-source-base/_long_paths/2e8d4317e6ea_qwen25_coder_1_5b_instruct_P1_zero_shot_python_100_v1_code_grounded_detailed.jsonl
12,384c40b35f9ae730cbcfbfa2a79120df37ac50c70d7de3946127e8e94aa8f452,5,94982,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_zero_shot_python_100_v1_correctness.json_detailed.jsonl
12,384c40b35f9ae730cbcfbfa2a79120df37ac50c70d7de3946127e8e94aa8f452,5,94982,outputs/segregated_results/open-source-base/may2026_legacy/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_100_v1_code_grounded_detailed.jsonl
13,3faed572e7aad1e097f46e7fc3c9f4efc4e2ccdc041dd06b1020675f2198f720,5,572518,outputs/correctness/qwen25_coder_1_5b_instruct_P1_zero_shot_python_600_v1_correctness.json_detailed.jsonl
13,3faed572e7aad1e097f46e7fc3c9f4efc4e2ccdc041dd06b1020675f2198f720,5,572518,outputs/evaluation_And_corrctness_may2026_1/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_600_v1_code_grounded_detailed.jsonl
13,3faed572e7aad1e097f46e7fc3c9f4efc4e2ccdc041dd06b1020675f2198f720,5,572518,outputs/segregated_results/open-source-base/_long_paths/a1689ab50da6_qwen25_coder_1_5b_instruct_P1_zero_shot_python_600_v1_code_grounded_detailed.jsonl
13,3faed572e7aad1e097f46e7fc3c9f4efc4e2ccdc041dd06b1020675f2198f720,5,572518,outputs/segregated_results/open-source-base/correctness/qwen25_coder_1_5b_instruct_P1_zero_shot_python_600_v1_correctness.json_detailed.jsonl
13,3faed572e7aad1e097f46e7fc3c9f4efc4e2ccdc041dd06b1020675f2198f720,5,572518,outputs/segregated_results/open-source-base/may2026_legacy/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_600_v1_code_grounded_detailed.jsonl
14,4b4fa0b8dc9886f7315e46f35952264f3cd25cfc25588281254158368b97b00a,5,318636,outputs/correctness/gemini_3_flash_preview_P1_zero_shot_java_400_v1_correctness.json_detailed.jsonl
14,4b4fa0b8dc9886f7315e46f35952264f3cd25cfc25588281254158368b97b00a,5,318636,outputs/evaluation-and-correctness-may2026/commercial-new/gemini_3_flash_preview_P1_zero_shot_java_400_v1_code_grounded_detailed.jsonl
14,4b4fa0b8dc9886f7315e46f35952264f3cd25cfc25588281254158368b97b00a,5,318636,outputs/segregated_results/commercial-base/correctness/gemini_3_flash_preview_P1_zero_shot_java_400_v1_correctness.json_detailed.jsonl
14,4b4fa0b8dc9886f7315e46f35952264f3cd25cfc25588281254158368b97b00a,5,318636,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/gemini_3_flash_preview_P1_zero_shot_java_400_v1_code_grounded_detailed.jsonl
14,4b4fa0b8dc9886f7315e46f35952264f3cd25cfc25588281254158368b97b00a,5,318636,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_zero_shot_java_400_v1_code_grounded_detailed.jsonl
15,4c4526c61f35d7c935dfe34da645f9bd4891b96fd33ca0cffadf62b6cf4165c5,5,332105,outputs/correctness/gpt_5_4_P1_zero_shot_javascript_400_v1_correctness.json_detailed.jsonl
15,4c4526c61f35d7c935dfe34da645f9bd4891b96fd33ca0cffadf62b6cf4165c5,5,332105,outputs/evaluation-and-correctness-may2026/commercial-new/gpt_5_4_P1_zero_shot_javascript_400_v1_code_grounded_detailed.jsonl
15,4c4526c61f35d7c935dfe34da645f9bd4891b96fd33ca0cffadf62b6cf4165c5,5,332105,outputs/segregated_results/commercial-base/correctness/gpt_5_4_P1_zero_shot_javascript_400_v1_correctness.json_detailed.jsonl
15,4c4526c61f35d7c935dfe34da645f9bd4891b96fd33ca0cffadf62b6cf4165c5,5,332105,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/gpt_5_4_P1_zero_shot_javascript_400_v1_code_grounded_detailed.jsonl
15,4c4526c61f35d7c935dfe34da645f9bd4891b96fd33ca0cffadf62b6cf4165c5,5,332105,outputs/segregated_results/commercial-base/may2026/commercial-new/gpt_5_4_P1_zero_shot_javascript_400_v1_code_grounded_detailed.jsonl
16,5b0bd19246c7d6453563ce8c417fccdb330a17b1284a3bcdfffe73b27c26ec77,5,332179,outputs/correctness/gpt_5_1_P1_zero_shot_javascript_400_v1_correctness.json_detailed.jsonl
16,5b0bd19246c7d6453563ce8c417fccdb330a17b1284a3bcdfffe73b27c26ec77,5,332179,outputs/evaluation-and-correctness-may2026/commercial-new/gpt_5_1_P1_zero_shot_javascript_400_v1_code_grounded_detailed.jsonl
16,5b0bd19246c7d6453563ce8c417fccdb330a17b1284a3bcdfffe73b27c26ec77,5,332179,outputs/segregated_results/commercial-base/correctness/gpt_5_1_P1_zero_shot_javascript_400_v1_correctness.json_detailed.jsonl
16,5b0bd19246c7d6453563ce8c417fccdb330a17b1284a3bcdfffe73b27c26ec77,5,332179,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/gpt_5_1_P1_zero_shot_javascript_400_v1_code_grounded_detailed.jsonl
16,5b0bd19246c7d6453563ce8c417fccdb330a17b1284a3bcdfffe73b27c26ec77,5,332179,outputs/segregated_results/commercial-base/may2026/commercial-new/gpt_5_1_P1_zero_shot_javascript_400_v1_code_grounded_detailed.jsonl
17,65c4aa9b816c67779af5adae13d4746500fa19a978a7e97c0d27822c4b67e73e,5,319115,outputs/correctness/deepseek_chat_P1_one_shot_java_400_v1_correctness.json_detailed.jsonl
17,65c4aa9b816c67779af5adae13d4746500fa19a978a7e97c0d27822c4b67e73e,5,319115,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_java_400_v1_code_grounded_detailed.jsonl
17,65c4aa9b816c67779af5adae13d4746500fa19a978a7e97c0d27822c4b67e73e,5,319115,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_one_shot_java_400_v1_correctness.json_detailed.jsonl
17,65c4aa9b816c67779af5adae13d4746500fa19a978a7e97c0d27822c4b67e73e,5,319115,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_one_shot_java_400_v1_code_grounded_detailed.jsonl
17,65c4aa9b816c67779af5adae13d4746500fa19a978a7e97c0d27822c4b67e73e,5,319115,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_java_400_v1_code_grounded_detailed.jsonl
18,6afdeb58d596b089596b7e242226205b7ce64748018f12c00177b82866e1d171,5,326507,outputs/correctness/gpt_5_1_codex_P1_zero_shot_python_400_v1_correctness.json_detailed.jsonl
18,6afdeb58d596b089596b7e242226205b7ce64748018f12c00177b82866e1d171,5,326507,outputs/evaluation-and-correctness-may2026/commercial-new/gpt_5_1_codex_P1_zero_shot_python_400_v1_code_grounded_detailed.jsonl
18,6afdeb58d596b089596b7e242226205b7ce64748018f12c00177b82866e1d171,5,326507,outputs/segregated_results/commercial-base/correctness/gpt_5_1_codex_P1_zero_shot_python_400_v1_correctness.json_detailed.jsonl
18,6afdeb58d596b089596b7e242226205b7ce64748018f12c00177b82866e1d171,5,326507,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/gpt_5_1_codex_P1_zero_shot_python_400_v1_code_grounded_detailed.jsonl
18,6afdeb58d596b089596b7e242226205b7ce64748018f12c00177b82866e1d171,5,326507,outputs/segregated_results/commercial-base/may2026/commercial-new/gpt_5_1_codex_P1_zero_shot_python_400_v1_code_grounded_detailed.jsonl
19,6bb9caa8bcd084394044f68b83420da072acbbb124b353fb6f10309f2eac8589,5,8855,outputs/evaluation-and-correctness-may2026/commercial-new/gpt_5_1_P1_zero_shot_python_10_smoke_v3_detailed.jsonl
19,6bb9caa8bcd084394044f68b83420da072acbbb124b353fb6f10309f2eac8589,5,8855,outputs/evaluations/gpt_5_1_P1_zero_shot_python_10_smoke_v3_eval.json_detailed.jsonl
19,6bb9caa8bcd084394044f68b83420da072acbbb124b353fb6f10309f2eac8589,5,8855,outputs/segregated_results/commercial-base/eval/gpt_5_1_P1_zero_shot_python_10_smoke_v3_eval.json_detailed.jsonl
19,6bb9caa8bcd084394044f68b83420da072acbbb124b353fb6f10309f2eac8589,5,8855,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/gpt_5_1_P1_zero_shot_python_10_smoke_v3_detailed.jsonl
19,6bb9caa8bcd084394044f68b83420da072acbbb124b353fb6f10309f2eac8589,5,8855,outputs/segregated_results/commercial-base/may2026/commercial-new/gpt_5_1_P1_zero_shot_python_10_smoke_v3_detailed.jsonl
20,74f392a57653afc4a7b7a0cebbefae3d1b4282def14251670c139f112754cfac,5,1308,outputs/evaluation-and-correctness-may2026/open-source/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_code_grounded_summary.json
20,74f392a57653afc4a7b7a0cebbefae3d1b4282def14251670c139f112754cfac,5,1308,outputs/evaluation_And_corrctness_may2026_1/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_code_grounded_summary.json
20,74f392a57653afc4a7b7a0cebbefae3d1b4282def14251670c139f112754cfac,5,1308,outputs/segregated_results/open-source-base/_long_paths/d3e632044bd1_qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_code_grounded_summary.json
20,74f392a57653afc4a7b7a0cebbefae3d1b4282def14251670c139f112754cfac,5,1308,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_code_grounded_summary.json
20,74f392a57653afc4a7b7a0cebbefae3d1b4282def14251670c139f112754cfac,5,1308,outputs/segregated_results/open-source-base/may2026_legacy/saturation_experiment/qwen25_coder_1_5b_instruct_P1_zero_shot_python_400_v1_code_grounded_summary.json
21,7cc6931a4b15335b7a5f5d8b18367facc17ad8f52337fde30e2b4e0edfcca08c,5,325930,outputs/correctness/deepseek_chat_P1_zero_shot_javascript_400_v1_correctness.json_detailed.jsonl
21,7cc6931a4b15335b7a5f5d8b18367facc17ad8f52337fde30e2b4e0edfcca08c,5,325930,outputs/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_code_grounded_detailed.jsonl
21,7cc6931a4b15335b7a5f5d8b18367facc17ad8f52337fde30e2b4e0edfcca08c,5,325930,outputs/segregated_results/commercial-base/correctness/deepseek_chat_P1_zero_shot_javascript_400_v1_correctness.json_detailed.jsonl
21,7cc6931a4b15335b7a5f5d8b18367facc17ad8f52337fde30e2b4e0edfcca08c,5,325930,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_code_grounded_detailed.jsonl
21,7cc6931a4b15335b7a5f5d8b18367facc17ad8f52337fde30e2b4e0edfcca08c,5,325930,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_code_grounded_detailed.jsonl
22,7e82e3ce1b67c1fb2e4ff6bbc06a426794558c2e9cf6d91bbbbe3b05b12bacba,5,355446,outputs/correctness/gpt_5_3_codex_P1_zero_shot_javascript_400_v1_correctness.json_detailed.jsonl
22,7e82e3ce1b67c1fb2e4ff6bbc06a426794558c2e9cf6d91bbbbe3b05b12bacba,5,355446,outputs/evaluation-and-correctness-may2026/commercial-new/gpt_5_3_codex_P1_zero_shot_javascript_400_v1_code_grounded_detailed.jsonl
22,7e82e3ce1b67c1fb2e4ff6bbc06a426794558c2e9cf6d91bbbbe3b05b12bacba,5,355446,outputs/segregated_results/commercial-base/correctness/gpt_5_3_codex_P1_zero_shot_javascript_400_v1_correctness.json_detailed.jsonl
22,7e82e3ce1b67c1fb2e4ff6bbc06a426794558c2e9cf6d91bbbbe3b05b12bacba,5,355446,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/gpt_5_3_codex_P1_zero_shot_javascript_400_v1_code_grounded_detailed.jsonl
22,7e82e3ce1b67c1fb2e4ff6bbc06a426794558c2e9cf6d91bbbbe3b05b12bacba,5,355446,outputs/segregated_results/commercial-base/may2026/commercial-new/gpt_5_3_codex_P1_zero_shot_javascript_400_v1_code_grounded_detailed.jsonl
23,870062b9f883458274ff09d034244be74b84e3b1b8fafc9af2aee463b751de1b,5,321627,outputs/correctness/gemini_3_flash_preview_P1_zero_shot_python_400_v1_correctness.json_detailed.jsonl
23,870062b9f883458274ff09d034244be74b84e3b1b8fafc9af2aee463b751de1b,5,321627,outputs/evaluation-and-correctness-may2026/commercial-new/gemini_3_flash_preview_P1_zero_shot_python_400_v1_code_grounded_detailed.jsonl
23,870062b9f883458274ff09d034244be74b84e3b1b8fafc9af2aee463b751de1b,5,321627,outputs/segregated_results/commercial-base/correctness/gemini_3_flash_preview_P1_zero_shot_python_400_v1_correctness.json_detailed.jsonl
23,870062b9f883458274ff09d034244be74b84e3b1b8fafc9af2aee463b751de1b,5,321627,outputs/segregated_results/commercial-base/evaluation-and-correctness-may2026/commercial-new/gemini_3_flash_preview_P1_zero_shot_python_400_v1_code_grounded_detailed.jsonl
