absolute_source_path,source_relative_path,filename,extension,size_bytes,modified_timestamp_utc,sha256,mime_or_logical_type,implementation_stage,candidate_model_slug,candidate_language,candidate_prompt_regime,candidate_sample_count,candidate_artefact_type,diagnostic_markers,credential_or_private_risk,absolute_path_count,proposed_destination,publication_action,rationale,confidence_level,manual_review
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\deepseek_chat_P1_one_shot_javascript_400_v1_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1_detailed.jsonl,deepseek_chat_P1_one_shot_javascript_400_v1_detailed.jsonl,.jsonl,332174,2026-05-11T17:04:52.820807+00:00,f7fae25503beceb635103c23e222d0f9a501e22ab638200a1fa5f880ce07e576,application/octet-stream,unknown,deepseek_chat_v3_2,javascript,OS,400,unknown_manual_review,,,13,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\deepseek_chat_P1_one_shot_javascript_400_v1_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_javascript_400_v1_summary.json,deepseek_chat_P1_one_shot_javascript_400_v1_summary.json,.json,1121,2026-05-11T17:04:52.831811+00:00,876c8acb41029c19c3e8597a442104daea837bf9fd6c339d3b51e2a13f63aa4b,application/json,unknown,deepseek_chat_v3_2,javascript,OS,400,unknown_manual_review,,,0,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\deepseek_chat_P1_one_shot_python_400_v1_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_detailed.jsonl,deepseek_chat_P1_one_shot_python_400_v1_detailed.jsonl,.jsonl,329907,2026-05-11T17:08:48.466642+00:00,46f85e1d87cc4ffec8fe3e1d4d1fe44c867fb4019823a10d5788f07d7511f564,application/octet-stream,unknown,deepseek_chat_v3_2,python,OS,400,unknown_manual_review,,,15,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\deepseek_chat_P1_one_shot_python_400_v1_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_one_shot_python_400_v1_summary.json,deepseek_chat_P1_one_shot_python_400_v1_summary.json,.json,1095,2026-05-11T17:08:48.478642+00:00,9c2944409bff8e4afca914527de9d4562726fd53b1f3f96603cd0f8962bec77d,application/json,unknown,deepseek_chat_v3_2,python,OS,400,unknown_manual_review,,,0,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\deepseek_chat_P1_zero_shot_java_400_v1_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_java_400_v1_detailed.jsonl,deepseek_chat_P1_zero_shot_java_400_v1_detailed.jsonl,.jsonl,333870,2026-05-11T17:12:48.690585+00:00,492fb3c8d0ed20d22b59a45446787b920f1c7f06112b85c554a822e80e518b56,application/octet-stream,unknown,deepseek_chat_v3_2,java,ZS,400,unknown_manual_review,,,13,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\deepseek_chat_P1_zero_shot_java_400_v1_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_java_400_v1_summary.json,deepseek_chat_P1_zero_shot_java_400_v1_summary.json,.json,1094,2026-05-11T17:12:48.701101+00:00,03eaa835fb3d5fc830f3c35ed3d3f904f8de87857d64d0d92f3baebbd8bae98d,application/json,unknown,deepseek_chat_v3_2,java,ZS,400,unknown_manual_review,,,0,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\deepseek_chat_P1_zero_shot_javascript_400_v1_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_detailed.jsonl,deepseek_chat_P1_zero_shot_javascript_400_v1_detailed.jsonl,.jsonl,337959,2026-05-11T17:10:30.310653+00:00,864ba0333dcd2da54f95448cca31f0bf1c254d14bc8c0b3a71f3646a3dd73fb5,application/octet-stream,unknown,deepseek_chat_v3_2,javascript,ZS,400,unknown_manual_review,,,13,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\deepseek_chat_P1_zero_shot_javascript_400_v1_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_javascript_400_v1_summary.json,deepseek_chat_P1_zero_shot_javascript_400_v1_summary.json,.json,1106,2026-05-11T17:10:30.324657+00:00,a8a6a068f383d2f00856ffad9cf6c114b2cfbcb2f6a87afe24c3cba8c49e31a4,application/json,unknown,deepseek_chat_v3_2,javascript,ZS,400,unknown_manual_review,,,0,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\deepseek_chat_P1_zero_shot_python_400_v1_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_python_400_v1_detailed.jsonl,deepseek_chat_P1_zero_shot_python_400_v1_detailed.jsonl,.jsonl,334852,2026-05-11T17:14:41.466069+00:00,3cd447c378a7bd7cdcbf4dc5e404e82cf9c62ced021c87b31b4d7a883b6b0771,application/octet-stream,unknown,deepseek_chat_v3_2,python,ZS,400,unknown_manual_review,,,15,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\deepseek_chat_P1_zero_shot_python_400_v1_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_chat_P1_zero_shot_python_400_v1_summary.json,deepseek_chat_P1_zero_shot_python_400_v1_summary.json,.json,1090,2026-05-11T17:14:41.474055+00:00,d67a77f5b075413aa5d48ea873aafaedfa9f3502d8dc4b81e4a6d855f8292990,application/json,unknown,deepseek_chat_v3_2,python,ZS,400,unknown_manual_review,,,0,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\deepseek_reasoner_P1_zero_shot_python_400_v1_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_reasoner_P1_zero_shot_python_400_v1_detailed.jsonl,deepseek_reasoner_P1_zero_shot_python_400_v1_detailed.jsonl,.jsonl,12439,2026-05-11T17:14:53.002879+00:00,9836d49a8e24293385222a27ebeac1273f3da51d96ea4053f014cb4083cfe41a,application/octet-stream,unknown,deepseek_chat_v3_2,python,ZS,400,unknown_manual_review,,,0,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\deepseek_reasoner_P1_zero_shot_python_400_v1_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/deepseek_reasoner_P1_zero_shot_python_400_v1_summary.json,deepseek_reasoner_P1_zero_shot_python_400_v1_summary.json,.json,1112,2026-05-11T17:14:53.011016+00:00,4e8993c21924c14d1a3d89a41ef38c6685f3b54db1adbb39d9c5a23d88a11d5e,application/json,unknown,deepseek_chat_v3_2,python,ZS,400,unknown_manual_review,,,0,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_few_shot_java_400_v1_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_java_400_v1_detailed.jsonl,gemini_3_flash_preview_P1_few_shot_java_400_v1_detailed.jsonl,.jsonl,358970,2026-05-11T17:19:01.856368+00:00,9ade424a3cb9a0a174b9f0b2afc338cd3cfdbfa11cb123a1c80d47881ad0ad02,application/octet-stream,unknown,gemini_3_flash,java,FS,400,unknown_manual_review,,,13,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_few_shot_java_400_v1_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_java_400_v1_summary.json,gemini_3_flash_preview_P1_few_shot_java_400_v1_summary.json,.json,1105,2026-05-11T17:19:01.866892+00:00,2fe05009bb8268a0876b9d1f49cf94f56fe3df6234997c8b2f31f7ba8a3956b4,application/json,unknown,gemini_3_flash,java,FS,400,unknown_manual_review,,,0,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_few_shot_javascript_400_v1_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_javascript_400_v1_detailed.jsonl,gemini_3_flash_preview_P1_few_shot_javascript_400_v1_detailed.jsonl,.jsonl,361805,2026-05-11T17:16:46.220875+00:00,11cfcdf7019b0baded89b90ceeeda5f4495a82409d0b1d5942c1a87d8e02521e,application/octet-stream,unknown,gemini_3_flash,javascript,FS,400,unknown_manual_review,,,13,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_few_shot_javascript_400_v1_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_javascript_400_v1_summary.json,gemini_3_flash_preview_P1_few_shot_javascript_400_v1_summary.json,.json,1125,2026-05-11T17:16:46.238057+00:00,d8012faf5bcea41c5ccf601e61dbaed5f283c967f4fff3b2c9c03ce3e845d716,application/json,unknown,gemini_3_flash,javascript,FS,400,unknown_manual_review,,,0,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_few_shot_python_400_v1_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_python_400_v1_detailed.jsonl,gemini_3_flash_preview_P1_few_shot_python_400_v1_detailed.jsonl,.jsonl,335795,2026-05-11T17:20:51.747274+00:00,98bd741236941971b1bbe63b36e0dc2a0e07e96cc4fa5aa377b8dd70d870aaf4,application/octet-stream,unknown,gemini_3_flash,python,FS,400,unknown_manual_review,,,15,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_few_shot_python_400_v1_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_few_shot_python_400_v1_summary.json,gemini_3_flash_preview_P1_few_shot_python_400_v1_summary.json,.json,1115,2026-05-11T17:20:51.765789+00:00,28fa066dcb0c535b03b2b2954f2aab954864054b5ab249883761479eeccd9ef8,application/json,unknown,gemini_3_flash,python,FS,400,unknown_manual_review,,,0,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_one_shot_java_400_v1_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_java_400_v1_detailed.jsonl,gemini_3_flash_preview_P1_one_shot_java_400_v1_detailed.jsonl,.jsonl,346817,2026-05-11T17:24:18.773367+00:00,0ff4972b8a90bce86f9a1b24d5876735c9b8548ce9402316e88dfc7d26ebe0f2,application/octet-stream,unknown,gemini_3_flash,java,OS,400,unknown_manual_review,,,13,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_one_shot_java_400_v1_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_java_400_v1_summary.json,gemini_3_flash_preview_P1_one_shot_java_400_v1_summary.json,.json,1109,2026-05-11T17:24:18.781367+00:00,89449da8d76b8206039ff95e4c74c068b5bba1e5e641d6b2253e051b46cea22d,application/json,unknown,gemini_3_flash,java,OS,400,unknown_manual_review,,,0,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_one_shot_javascript_400_v1_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_javascript_400_v1_detailed.jsonl,gemini_3_flash_preview_P1_one_shot_javascript_400_v1_detailed.jsonl,.jsonl,344871,2026-05-11T17:22:24.321725+00:00,449dea04afd816d319f41c39b6cee4126ec07fd181a73b64508b8559b452d5cd,application/octet-stream,unknown,gemini_3_flash,javascript,OS,400,unknown_manual_review,,,13,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_one_shot_javascript_400_v1_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_javascript_400_v1_summary.json,gemini_3_flash_preview_P1_one_shot_javascript_400_v1_summary.json,.json,1121,2026-05-11T17:22:24.332734+00:00,0366e63c497dc05c9995d2dd71a67f539f46b52f72fc6f15627a5070e4bd5f28,application/json,unknown,gemini_3_flash,javascript,OS,400,unknown_manual_review,,,0,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_one_shot_python_400_v1_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_python_400_v1_detailed.jsonl,gemini_3_flash_preview_P1_one_shot_python_400_v1_detailed.jsonl,.jsonl,336735,2026-05-11T17:25:58.187434+00:00,784a9cc5b01b43c41ba6013c3e00db1115fe2f485f2eb4fa9ae1aa2d2be10429,application/octet-stream,unknown,gemini_3_flash,python,OS,400,unknown_manual_review,,,15,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_one_shot_python_400_v1_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_one_shot_python_400_v1_summary.json,gemini_3_flash_preview_P1_one_shot_python_400_v1_summary.json,.json,1109,2026-05-11T17:25:58.197814+00:00,715c8feea501f63c7d67ffa0ade0b3c8d0cb0839a37cf1380a3fd00048c64e9a,application/json,unknown,gemini_3_flash,python,OS,400,unknown_manual_review,,,0,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_zero_shot_java_400_v1_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_zero_shot_java_400_v1_detailed.jsonl,gemini_3_flash_preview_P1_zero_shot_java_400_v1_detailed.jsonl,.jsonl,335361,2026-05-11T17:29:23.430093+00:00,de956290b5a58b43f157df005775a6fd65252b25b0b0b94ac49e1f849640d4aa,application/octet-stream,unknown,gemini_3_flash,java,ZS,400,unknown_manual_review,,,13,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_zero_shot_java_400_v1_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_zero_shot_java_400_v1_summary.json,gemini_3_flash_preview_P1_zero_shot_java_400_v1_summary.json,.json,1130,2026-05-11T17:29:23.442097+00:00,0b0f9372437e053b1eff4ec37276125a1264edeacbe67f0a1c2e45633b1bf20a,application/json,unknown,gemini_3_flash,java,ZS,400,unknown_manual_review,,,0,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_zero_shot_javascript_400_v1_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_zero_shot_javascript_400_v1_detailed.jsonl,gemini_3_flash_preview_P1_zero_shot_javascript_400_v1_detailed.jsonl,.jsonl,339607,2026-05-11T17:27:32.649933+00:00,ab840f851a8c0a99fec8f1a344c9362c39369c06e40dd7fee55be12dcc190058,application/octet-stream,unknown,gemini_3_flash,javascript,ZS,400,unknown_manual_review,,,13,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_zero_shot_javascript_400_v1_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_zero_shot_javascript_400_v1_summary.json,gemini_3_flash_preview_P1_zero_shot_javascript_400_v1_summary.json,.json,1118,2026-05-11T17:27:32.663934+00:00,a584a09f4924154085577058321de2b1b0cf16fd8ea8225404dccbaebbb9318c,application/json,unknown,gemini_3_flash,javascript,ZS,400,unknown_manual_review,,,0,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_zero_shot_python_400_v1_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_zero_shot_python_400_v1_detailed.jsonl,gemini_3_flash_preview_P1_zero_shot_python_400_v1_detailed.jsonl,.jsonl,334924,2026-05-11T17:31:05.218354+00:00,4d47a974b27063acb80e7eda8eb189c78f363028422281e2a873302c7a21be45,application/octet-stream,unknown,gemini_3_flash,python,ZS,400,unknown_manual_review,,,15,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gemini_3_flash_preview_P1_zero_shot_python_400_v1_summary.json,outputs/segregated_results/commercial-base/may2026/commercial-new/gemini_3_flash_preview_P1_zero_shot_python_400_v1_summary.json,gemini_3_flash_preview_P1_zero_shot_python_400_v1_summary.json,.json,1118,2026-05-11T17:31:05.227364+00:00,b54187c8f63cb7b58e7c320e1645017f4bee71b3bf878780930879a3280073c3,application/json,unknown,gemini_3_flash,python,ZS,400,unknown_manual_review,,,0,,manual_review,unclassified artefact,low,YES
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\segregated_results\commercial-base\may2026\commercial-new\gpt_5_1_codex_P1_few_shot_java_400_v1_detailed.jsonl,outputs/segregated_results/commercial-base/may2026/commercial-new/gpt_5_1_codex_P1_few_shot_java_400_v1_detailed.jsonl,gpt_5_1_codex_P1_few_shot_java_400_v1_detailed.jsonl,.jsonl,346625,2026-05-12T16:33:18.111014+00:00,1fbe38962552f05800039ac7a291bbc0327a4ca4561a48c831b559443769c34c,application/octet-stream,unknown,gpt_5_1_codex,java,FS,400,unknown_manual_review,,,13,,manual_review,unclassified artefact,low,YES
