absolute_source_path,source_relative_path,filename,extension,size_bytes,modified_timestamp_utc,sha256,mime_or_logical_type,implementation_stage,candidate_model_slug,candidate_language,candidate_prompt_regime,candidate_sample_count,candidate_artefact_type,diagnostic_markers,credential_or_private_risk,absolute_path_count,proposed_destination,publication_action,rationale,confidence_level,manual_review
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_one_shot_python_300.jsonl,data/processed/prompted_shots/P1_one_shot_python_300.jsonl,P1_one_shot_python_300.jsonl,.jsonl,863065,2026-03-28T17:16:39.705080+00:00,b2750339f4b4354e372440eabde3adda3f687a27c461a0df95524295126c5ea6,application/octet-stream,prompt_construction,,python,OS,300,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_one_shot_python_400.jsonl,data/processed/prompted_shots/P1_one_shot_python_400.jsonl,P1_one_shot_python_400.jsonl,.jsonl,1172282,2026-04-07T17:17:52.523387+00:00,700dbdb08b80e7a51871def52a4f252e669679a5e17778113c8fa5420f219d7b,application/octet-stream,prompt_construction,,python,OS,400,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_one_shot_python_600.jsonl,data/processed/prompted_shots/P1_one_shot_python_600.jsonl,P1_one_shot_python_600.jsonl,.jsonl,1649573,2026-04-03T03:02:55.003507+00:00,01182312ab363cb54bfc551d8ca939a1f213db3fcd2053273ea7cfcb72b427cd,application/octet-stream,prompt_construction,,python,OS,,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_balanced_15000_FS.jsonl,data/processed/prompted_shots/P1_zero_shot_balanced_15000_FS.jsonl,P1_zero_shot_balanced_15000_FS.jsonl,.jsonl,68342410,2026-04-07T17:28:49.824104+00:00,2465093d2052e02719df8da26d7771770c86abc08d248c3695c280cf56726c19,application/octet-stream,prompt_construction,,,FS,15000,prompt_artefact,,,0,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_balanced_15000_OS.jsonl,data/processed/prompted_shots/P1_zero_shot_balanced_15000_OS.jsonl,P1_zero_shot_balanced_15000_OS.jsonl,.jsonl,46297410,2026-04-07T17:28:48.536042+00:00,42fab94a0feef447922174630a5bed6b835bfa0507c877317ac26dd19e079288,application/octet-stream,prompt_construction,,,OS,15000,prompt_artefact,,,0,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_balanced_15000_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_balanced_15000_ZS.jsonl,P1_zero_shot_balanced_15000_ZS.jsonl,.jsonl,34902410,2026-04-07T17:28:47.601295+00:00,2be659cd64fd4f3def1d0a59fd720a48cddb6d87ee9779ae9e1bdf208320a50d,application/octet-stream,prompt_construction,,,ZS,15000,prompt_artefact,,,0,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_balanced_3000_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_balanced_3000_ZS.jsonl,P1_zero_shot_balanced_3000_ZS.jsonl,.jsonl,6545809,2026-03-27T07:39:31.447668+00:00,642b6e9d59fbf63e15857a12e2feffc2433c2da25686b5d461b74939cfc42c88,application/octet-stream,prompt_construction,,,ZS,,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_balanced_300_FS.jsonl,data/processed/prompted_shots/P1_zero_shot_balanced_300_FS.jsonl,P1_zero_shot_balanced_300_FS.jsonl,.jsonl,1298210,2026-03-26T17:09:01.339585+00:00,52c468efcc157c5f168c8101a624817e923180f32f6206be2dbfb6ca32b5b8b3,application/octet-stream,prompt_construction,,,FS,300,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_balanced_300_OS.jsonl,data/processed/prompted_shots/P1_zero_shot_balanced_300_OS.jsonl,P1_zero_shot_balanced_300_OS.jsonl,.jsonl,857310,2026-03-26T17:09:01.310587+00:00,02d39d52d82fe76ecf388adf7244e2c609bc430651b93a26a8a6f090e6e4cbbf,application/octet-stream,prompt_construction,,,OS,300,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_balanced_300_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_balanced_300_ZS.jsonl,P1_zero_shot_balanced_300_ZS.jsonl,.jsonl,629410,2026-03-26T17:09:01.289585+00:00,0e97b6fa1822637dd30eda5e7257d3141f984d046cefaf7477184b57863d59cb,application/octet-stream,prompt_construction,,,ZS,300,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_java_400_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_java_400_ZS.jsonl,P1_zero_shot_java_400_ZS.jsonl,.jsonl,923200,2026-04-07T17:17:51.602552+00:00,2a3ddb50ad9374eb0a2213b1a2c2741a424f18ee719e039418b28c30a8bb0b36,application/octet-stream,prompt_construction,,java,ZS,400,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_javascript_400_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_javascript_400_ZS.jsonl,P1_zero_shot_javascript_400_ZS.jsonl,.jsonl,972265,2026-04-07T17:17:51.629087+00:00,b18a0c35fb67f2c070234c4ae7b01c0caafc45a7edde57b94e12098881d94076,application/octet-stream,prompt_construction,,javascript,ZS,400,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_1000_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_1000_ZS.jsonl,P1_zero_shot_python_1000_ZS.jsonl,.jsonl,2079443,2026-03-27T14:17:53.535545+00:00,b539fde1d396e407c1f351ebe1d6cff4e59c35696fce679c6c0c943f14f252dd,application/octet-stream,prompt_construction,,python,ZS,1000,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_10_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_10_ZS.jsonl,P1_zero_shot_python_10_ZS.jsonl,.jsonl,22935,2026-03-28T08:59:04.420911+00:00,bfeb4356bd8bcc34898705f94953472942dea9a79bced24bdd895656c6ace53c,application/octet-stream,prompt_construction,,python,ZS,10,prompt_artefact,,,19,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_1200_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_1200_ZS.jsonl,P1_zero_shot_python_1200_ZS.jsonl,.jsonl,2662997,2026-04-01T17:38:50.450765+00:00,074a2e6417e8c917c960375c483fab65a295d2f984aa91a18d41984b753a1551,application/octet-stream,prompt_construction,,python,ZS,,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_1600_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_1600_ZS.jsonl,P1_zero_shot_python_1600_ZS.jsonl,.jsonl,3520613,2026-04-01T17:38:50.772200+00:00,6b36d6b2efd3d8bda997269845e3adccea250b58435ffedba15dee88c7e8cfd8,application/octet-stream,prompt_construction,,python,ZS,,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_2000_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_2000_ZS.jsonl,P1_zero_shot_python_2000_ZS.jsonl,.jsonl,4398694,2026-03-28T03:30:17.746401+00:00,b733ec18cbd2132ea9c31fb30b082581bbaeb53251d500a795867be12c204505,application/octet-stream,prompt_construction,,python,ZS,,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_300_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_300_ZS.jsonl,P1_zero_shot_python_300_ZS.jsonl,.jsonl,662065,2026-03-28T04:41:21.047949+00:00,9f418a42a4ee9099cc709d89107e4aed919f4945be3a981665de4254471881df,application/octet-stream,prompt_construction,,python,ZS,300,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_400_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_400_ZS.jsonl,P1_zero_shot_python_400_ZS.jsonl,.jsonl,904282,2026-04-07T17:17:51.579257+00:00,f9e9579844b7ea26734a077d7333056d9ccc193fd043121e14deba51df5a593c,application/octet-stream,prompt_construction,,python,ZS,400,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_400_ZS_codegemma_strict.jsonl,data/processed/prompted_shots/P1_zero_shot_python_400_ZS_codegemma_strict.jsonl,P1_zero_shot_python_400_ZS_codegemma_strict.jsonl,.jsonl,750220,2026-05-06T16:41:51.896476+00:00,8fbddf9b210a7094b7f52e11b8c56fff6f7f65933ed060db4753c31b4901292d,application/octet-stream,prompt_construction,,python,ZS,400,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_500_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_500_ZS.jsonl,P1_zero_shot_python_500_ZS.jsonl,.jsonl,1112418,2026-03-28T01:19:56.443702+00:00,33018c69d316506b22e403b1943c5aa41e26aedfab871627848e3f0081f89dc6,application/octet-stream,prompt_construction,,python,ZS,500,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_50_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_50_ZS.jsonl,P1_zero_shot_python_50_ZS.jsonl,.jsonl,104676,2026-04-04T11:27:39.371021+00:00,82e5b181372aca97058bd8014996f69ce32ea4eb0b2fbc0709986defe1f490b7,application/octet-stream,prompt_construction,,python,ZS,50,prompt_artefact,,,100,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\batches\gpt_5_1_P1_few_shot_java_400_v1\batch_output.jsonl,outputs/batches/gpt_5_1_P1_few_shot_java_400_v1/batch_output.jsonl,batch_output.jsonl,.jsonl,643195,2026-05-04T02:58:35.303203+00:00,afceb369a4cfc3a221f635c0606cf7da673eb66f1a802326345883bac1b7d5b3,application/octet-stream,commercial_execution,gpt_5_1,java,FS,400,provider_response,,,0,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\batches\gpt_5_1_P1_few_shot_java_400_v1\batch_requests.jsonl,outputs/batches/gpt_5_1_P1_few_shot_java_400_v1/batch_requests.jsonl,batch_requests.jsonl,.jsonl,1414159,2026-05-04T02:54:30.929829+00:00,16ee413ddf947795f23e6f50c0386dbc40fa7abc828601a0f5cdfae2a8547e19,application/octet-stream,commercial_execution,gpt_5_1,java,FS,400,provider_request,,,6,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\batches\gpt_5_1_P1_few_shot_java_400_v1\state.json,outputs/batches/gpt_5_1_P1_few_shot_java_400_v1/state.json,state.json,.json,748,2026-05-04T02:58:35.429009+00:00,0ef646bf37dc7c49f4748294b8f4ea03991341dae85edce1999bc6db72ba3cef,application/json,commercial_execution,gpt_5_1,java,FS,400,provider_batch_state,,,0,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\batches\gpt_5_1_P1_few_shot_javascript_400_v1\batch_output.jsonl,outputs/batches/gpt_5_1_P1_few_shot_javascript_400_v1/batch_output.jsonl,batch_output.jsonl,.jsonl,640914,2026-05-04T03:02:43.516031+00:00,938b81774d21eabefb496c241cae0e1c777e72240504cb76354e87c3674608c6,application/octet-stream,commercial_execution,gpt_5_1,javascript,FS,400,provider_response,,,0,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\batches\gpt_5_1_P1_few_shot_javascript_400_v1\batch_requests.jsonl,outputs/batches/gpt_5_1_P1_few_shot_javascript_400_v1/batch_requests.jsonl,batch_requests.jsonl,.jsonl,1136406,2026-05-04T02:58:36.146950+00:00,235b284294ffaeca6480127d76011ac4c4e5564ba71e042d9d6433704a64d30f,application/octet-stream,commercial_execution,gpt_5_1,javascript,FS,400,provider_request,,,14,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\batches\gpt_5_1_P1_few_shot_javascript_400_v1\state.json,outputs/batches/gpt_5_1_P1_few_shot_javascript_400_v1/state.json,state.json,.json,760,2026-05-04T03:02:43.651152+00:00,c15158ebc394c2f49830dd1f4600f1a70c277723f862846726fa912f07813069,application/json,commercial_execution,gpt_5_1,javascript,FS,400,provider_batch_state,,,0,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\batches\gpt_5_1_P1_few_shot_python_400_v1\batch_output.jsonl,outputs/batches/gpt_5_1_P1_few_shot_python_400_v1/batch_output.jsonl,batch_output.jsonl,.jsonl,644170,2026-05-04T02:54:29.491165+00:00,417de1a3125f88a2c7f2d70e3b3dff1e3b8b64ba2f9b7c8645c851e11e89daf9,application/octet-stream,commercial_execution,gpt_5_1,python,FS,400,provider_response,,,0,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\batches\gpt_5_1_P1_few_shot_python_400_v1\batch_requests.jsonl,outputs/batches/gpt_5_1_P1_few_shot_python_400_v1/batch_requests.jsonl,batch_requests.jsonl,.jsonl,1344336,2026-05-04T02:49:21.237243+00:00,c952eb2e3bc1c7908bae1b19cf14e067b7cb3dd8b5143d64f896358e8321bffa,application/octet-stream,commercial_execution,gpt_5_1,python,FS,400,provider_request,,,14,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\batches\gpt_5_1_P1_few_shot_python_400_v1\state.json,outputs/batches/gpt_5_1_P1_few_shot_python_400_v1/state.json,state.json,.json,752,2026-05-04T02:54:29.609903+00:00,e7a6e40ad3e588c71c7972a70a1718dee2b1d95ccf747662c4f6544a1a074f2a,application/json,commercial_execution,gpt_5_1,python,FS,400,provider_batch_state,,,0,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\batches\gpt_5_1_P1_one_shot_java_400_v1\batch_output.jsonl,outputs/batches/gpt_5_1_P1_one_shot_java_400_v1/batch_output.jsonl,batch_output.jsonl,.jsonl,643576,2026-05-03T16:36:48.314683+00:00,836df9e835c66442fd7217a27aaf5a70d362f65c81684d4c0ad303b751a08819,application/octet-stream,commercial_execution,gpt_5_1,java,OS,400,provider_response,,,0,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\batches\gpt_5_1_P1_one_shot_java_400_v1\batch_requests.jsonl,outputs/batches/gpt_5_1_P1_one_shot_java_400_v1/batch_requests.jsonl,batch_requests.jsonl,.jsonl,764959,2026-05-03T16:33:34.950787+00:00,f1ef03aa6b67c137ba30eec5b469be76ed1e1399cd95b04356121aac2f9c115a,application/octet-stream,commercial_execution,gpt_5_1,java,OS,400,provider_request,,,6,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\batches\gpt_5_1_P1_one_shot_java_400_v1\state.json,outputs/batches/gpt_5_1_P1_one_shot_java_400_v1/state.json,state.json,.json,748,2026-05-03T16:36:48.413419+00:00,051076ca861d578104e48f7a977599e587c440840693c63e7901a9a3258c61a0,application/json,commercial_execution,gpt_5_1,java,OS,400,provider_batch_state,,,0,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\batches\gpt_5_1_P1_one_shot_javascript_400_v1\batch_output.jsonl,outputs/batches/gpt_5_1_P1_one_shot_javascript_400_v1/batch_output.jsonl,batch_output.jsonl,.jsonl,645679,2026-05-08T16:30:07.009272+00:00,6ce9ea510ac9d85092eef277a06163f82a10c70d728150af30f79be7c276cced,application/octet-stream,commercial_execution,gpt_5_1,javascript,OS,400,provider_response,,,0,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\batches\gpt_5_1_P1_one_shot_javascript_400_v1\batch_requests.jsonl,outputs/batches/gpt_5_1_P1_one_shot_javascript_400_v1/batch_requests.jsonl,batch_requests.jsonl,.jsonl,834806,2026-05-03T16:36:49.127543+00:00,df33abbe88467c34400c2d64c13a17b2dc2f7e2fbb2975fc5c39ece8ba2ddc05,application/octet-stream,commercial_execution,gpt_5_1,javascript,OS,400,provider_request,,,14,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\outputs\batches\gpt_5_1_P1_one_shot_javascript_400_v1\state.json,outputs/batches/gpt_5_1_P1_one_shot_javascript_400_v1/state.json,state.json,.json,760,2026-05-08T16:30:07.163654+00:00,c98c932f5216fde9e9f4b2dd07eee13a6152111387055ad5b34482ba1dc4688a,application/json,commercial_execution,gpt_5_1,javascript,OS,400,provider_batch_state,,,0,,include_git,publication-safe candidate subject to core selection and deduplication,high,NO
