artifact_id,source_absolute_path,source_relative_path,extension,size_bytes,modified_timestamp_utc,sha256,artifact_type,model_slug,language,prompt_slug,sample_count,is_smoke,is_test,is_partial,is_duplicate,canonical_artifact_id,publication_decision,public_destination,reason
src_00011,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted\P1_zero_shot_100.jsonl,data/processed/prompted/P1_zero_shot_100.jsonl,.jsonl,201325,2026-03-18T17:05:15.800815+00:00,f649d58d08954ac62c393d04349380d88b768c7c2e542b6b49ac4c2945d172a6,prompt_artefact,,,zs,100,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00012,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted\P1_zero_shot_20.jsonl,data/processed/prompted/P1_zero_shot_20.jsonl,.jsonl,43250,2026-03-16T17:09:18.994658+00:00,3f6bd643552350a9925f70be79d1b02f8dae871a3b5e0e87f475e315637619cf,prompt_artefact,,,zs,,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00013,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted\P1_zero_shot_5.jsonl,data/processed/prompted/P1_zero_shot_5.jsonl,.jsonl,13393,2026-03-15T14:30:33.151515+00:00,84409bfb7e252b38b473de2caa66b6c401c3cc21a0a4923ac3e4d412eb725c87,prompt_artefact,,,zs,,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00014,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted\P1_zero_shot_balanced_15000.jsonl,data/processed/prompted/P1_zero_shot_balanced_15000.jsonl,.jsonl,35143860,2026-03-27T14:36:43.443737+00:00,7c1f8978bd29e162533c98aa6a31252d99e352bcefaf2b651c961844d584cbc5,prompt_artefact,,,zs,15000,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00015,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted\P1_zero_shot_balanced_300.jsonl,data/processed/prompted/P1_zero_shot_balanced_300.jsonl,.jsonl,527936,2026-03-20T05:19:18.035302+00:00,f55bb44e2dc0c03a3641852b012bb3f130e80fde821def70837356095139ea5c,prompt_artefact,,,zs,300,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00016,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted\P2_structured.jsonl,data/processed/prompted/P2_structured.jsonl,.jsonl,837686,2026-03-20T05:18:54.609128+00:00,ce9d6682c8a82fed45f92cba8c0aee12eeec95c0d3d3a91e69430097afe8f437,prompt_artefact,,,,,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00017,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted\P2_structured_20.jsonl,data/processed/prompted/P2_structured_20.jsonl,.jsonl,44950,2026-03-16T17:09:19.002710+00:00,badde3a18c36b28954189827331d1149db09f3dc119b7fc1db9ed3efc2dc7ac7,prompt_artefact,,,,,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00018,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted\P2_structured_5.jsonl,data/processed/prompted/P2_structured_5.jsonl,.jsonl,13818,2026-03-16T16:51:44.907611+00:00,531f5d6c9df95895cd57cfdc1bab9269527e53d422fdedfb8ece290685f22053,prompt_artefact,,,,,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00019,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_few_shot_java_400.jsonl,data/processed/prompted_shots/P1_few_shot_java_400.jsonl,.jsonl,1944000,2026-04-07T17:17:53.887213+00:00,827ff09d64bd7cd721cca3a2821db2ba2a3f5c70470e7d8af2c08ba47438438d,prompt_artefact,,java,fs,400,False,False,False,,,INCLUDE_GIT,prompts/core_400/java/fs/prompt_input_400.jsonl,authoritative selected compact public evidence
src_00020,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_few_shot_javascript_400.jsonl,data/processed/prompted_shots/P1_few_shot_javascript_400.jsonl,.jsonl,1712265,2026-04-07T17:17:53.923105+00:00,ffa10e698a1ac006c14f430d22316b5e6536073bf924e676263830005020ab73,prompt_artefact,,javascript,fs,400,False,False,False,,,INCLUDE_GIT,prompts/core_400/javascript/fs/prompt_input_400.jsonl,authoritative selected compact public evidence
src_00021,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_few_shot_python_200_remaining_from_180.jsonl,data/processed/prompted_shots/P1_few_shot_python_200_remaining_from_180.jsonl,.jsonl,88163,2026-04-02T16:02:47.030551+00:00,d7c463d5b2f3ce4f19e4c59216ee3a3ef247bcbc0dc229fe45cff1e9fc68ffbc,prompt_artefact,,python,fs,200,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00022,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_few_shot_python_300.jsonl,data/processed/prompted_shots/P1_few_shot_python_300.jsonl,.jsonl,1347865,2026-03-28T17:16:40.961089+00:00,21e8733d57bce2a830938782fc2654e20527cabd455d25441ca41f05dabe3755,prompt_artefact,,python,fs,300,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00023,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_few_shot_python_400.jsonl,data/processed/prompted_shots/P1_few_shot_python_400.jsonl,.jsonl,1818682,2026-04-07T17:17:53.844105+00:00,210a5358362d7ddb5cc8f09f151a50d91b0628e888f95cf588a90d47d23bd0ef,prompt_artefact,,python,fs,400,False,False,False,,,INCLUDE_GIT,prompts/core_400/python/fs/prompt_input_400.jsonl,authoritative selected compact public evidence
src_00024,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_few_shot_python_600.jsonl,data/processed/prompted_shots/P1_few_shot_python_600.jsonl,.jsonl,2619173,2026-04-03T03:02:56.849161+00:00,e0ef3fcb7cfd8f3f42123af04bc16c229411bbe892171a1b1365dde0ad9b2a13,prompt_artefact,,python,fs,,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00025,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_one_shot_java_400.jsonl,data/processed/prompted_shots/P1_one_shot_java_400.jsonl,.jsonl,1206000,2026-04-07T17:17:52.557096+00:00,d93c65937a96d86555975122e05341d8f12d66cdb4526e62c9fb95b7894b6c7b,prompt_artefact,,java,os,400,False,False,False,,,INCLUDE_GIT,prompts/core_400/java/os/prompt_input_400.jsonl,authoritative selected compact public evidence
src_00026,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_one_shot_javascript_400.jsonl,data/processed/prompted_shots/P1_one_shot_javascript_400.jsonl,.jsonl,1333065,2026-04-07T17:17:52.587097+00:00,ea86942562abf78897675095ea16eadc3e723877699a40045f700648f3998073,prompt_artefact,,javascript,os,400,False,False,False,,,INCLUDE_GIT,prompts/core_400/javascript/os/prompt_input_400.jsonl,authoritative selected compact public evidence
src_00027,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_one_shot_python_300.jsonl,data/processed/prompted_shots/P1_one_shot_python_300.jsonl,.jsonl,863065,2026-03-28T17:16:39.705080+00:00,b2750339f4b4354e372440eabde3adda3f687a27c461a0df95524295126c5ea6,prompt_artefact,,python,os,300,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00028,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_one_shot_python_400.jsonl,data/processed/prompted_shots/P1_one_shot_python_400.jsonl,.jsonl,1172282,2026-04-07T17:17:52.523387+00:00,700dbdb08b80e7a51871def52a4f252e669679a5e17778113c8fa5420f219d7b,prompt_artefact,,python,os,400,False,False,False,,,INCLUDE_GIT,prompts/core_400/python/os/prompt_input_400.jsonl,authoritative selected compact public evidence
src_00029,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_one_shot_python_600.jsonl,data/processed/prompted_shots/P1_one_shot_python_600.jsonl,.jsonl,1649573,2026-04-03T03:02:55.003507+00:00,01182312ab363cb54bfc551d8ca939a1f213db3fcd2053273ea7cfcb72b427cd,prompt_artefact,,python,os,,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00030,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_balanced_15000_FS.jsonl,data/processed/prompted_shots/P1_zero_shot_balanced_15000_FS.jsonl,.jsonl,68342410,2026-04-07T17:28:49.824104+00:00,2465093d2052e02719df8da26d7771770c86abc08d248c3695c280cf56726c19,prompt_artefact,,,fs,15000,False,False,False,,,REFERENCE_BY_CHECKSUM,,large artefact represented by checksum or optional release plan
src_00031,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_balanced_15000_OS.jsonl,data/processed/prompted_shots/P1_zero_shot_balanced_15000_OS.jsonl,.jsonl,46297410,2026-04-07T17:28:48.536042+00:00,42fab94a0feef447922174630a5bed6b835bfa0507c877317ac26dd19e079288,prompt_artefact,,,os,15000,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00032,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_balanced_15000_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_balanced_15000_ZS.jsonl,.jsonl,34902410,2026-04-07T17:28:47.601295+00:00,2be659cd64fd4f3def1d0a59fd720a48cddb6d87ee9779ae9e1bdf208320a50d,prompt_artefact,,,zs,15000,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00033,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_balanced_3000_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_balanced_3000_ZS.jsonl,.jsonl,6545809,2026-03-27T07:39:31.447668+00:00,642b6e9d59fbf63e15857a12e2feffc2433c2da25686b5d461b74939cfc42c88,prompt_artefact,,,zs,,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00034,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_balanced_300_FS.jsonl,data/processed/prompted_shots/P1_zero_shot_balanced_300_FS.jsonl,.jsonl,1298210,2026-03-26T17:09:01.339585+00:00,52c468efcc157c5f168c8101a624817e923180f32f6206be2dbfb6ca32b5b8b3,prompt_artefact,,,fs,300,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00035,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_balanced_300_OS.jsonl,data/processed/prompted_shots/P1_zero_shot_balanced_300_OS.jsonl,.jsonl,857310,2026-03-26T17:09:01.310587+00:00,02d39d52d82fe76ecf388adf7244e2c609bc430651b93a26a8a6f090e6e4cbbf,prompt_artefact,,,os,300,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00036,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_balanced_300_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_balanced_300_ZS.jsonl,.jsonl,629410,2026-03-26T17:09:01.289585+00:00,0e97b6fa1822637dd30eda5e7257d3141f984d046cefaf7477184b57863d59cb,prompt_artefact,,,zs,300,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00037,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_java_400_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_java_400_ZS.jsonl,.jsonl,923200,2026-04-07T17:17:51.602552+00:00,2a3ddb50ad9374eb0a2213b1a2c2741a424f18ee719e039418b28c30a8bb0b36,prompt_artefact,,java,zs,400,False,False,False,,,INCLUDE_GIT,prompts/core_400/java/zs/prompt_input_400.jsonl,authoritative selected compact public evidence
src_00038,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_javascript_400_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_javascript_400_ZS.jsonl,.jsonl,972265,2026-04-07T17:17:51.629087+00:00,b18a0c35fb67f2c070234c4ae7b01c0caafc45a7edde57b94e12098881d94076,prompt_artefact,,javascript,zs,400,False,False,False,,,INCLUDE_GIT,prompts/core_400/javascript/zs/prompt_input_400.jsonl,authoritative selected compact public evidence
src_00039,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_1000_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_1000_ZS.jsonl,.jsonl,2079443,2026-03-27T14:17:53.535545+00:00,b539fde1d396e407c1f351ebe1d6cff4e59c35696fce679c6c0c943f14f252dd,prompt_artefact,,python,zs,1000,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00040,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_10_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_10_ZS.jsonl,.jsonl,22935,2026-03-28T08:59:04.420911+00:00,bfeb4356bd8bcc34898705f94953472942dea9a79bced24bdd895656c6ace53c,prompt_artefact,,python,zs,10,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00041,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_1200_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_1200_ZS.jsonl,.jsonl,2662997,2026-04-01T17:38:50.450765+00:00,074a2e6417e8c917c960375c483fab65a295d2f984aa91a18d41984b753a1551,prompt_artefact,,python,zs,,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00042,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_1600_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_1600_ZS.jsonl,.jsonl,3520613,2026-04-01T17:38:50.772200+00:00,6b36d6b2efd3d8bda997269845e3adccea250b58435ffedba15dee88c7e8cfd8,prompt_artefact,,python,zs,,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00043,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_2000_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_2000_ZS.jsonl,.jsonl,4398694,2026-03-28T03:30:17.746401+00:00,b733ec18cbd2132ea9c31fb30b082581bbaeb53251d500a795867be12c204505,prompt_artefact,,python,zs,,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00044,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_300_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_300_ZS.jsonl,.jsonl,662065,2026-03-28T04:41:21.047949+00:00,9f418a42a4ee9099cc709d89107e4aed919f4945be3a981665de4254471881df,prompt_artefact,,python,zs,300,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00045,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_400_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_400_ZS.jsonl,.jsonl,904282,2026-04-07T17:17:51.579257+00:00,f9e9579844b7ea26734a077d7333056d9ccc193fd043121e14deba51df5a593c,prompt_artefact,,python,zs,400,False,False,False,,,INCLUDE_GIT,prompts/core_400/python/zs/prompt_input_400.jsonl,authoritative selected compact public evidence
src_00046,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_400_ZS_codegemma_strict.jsonl,data/processed/prompted_shots/P1_zero_shot_python_400_ZS_codegemma_strict.jsonl,.jsonl,750220,2026-05-06T16:41:51.896476+00:00,8fbddf9b210a7094b7f52e11b8c56fff6f7f65933ed060db4753c31b4901292d,prompt_artefact,,python,zs,400,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00047,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_500_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_500_ZS.jsonl,.jsonl,1112418,2026-03-28T01:19:56.443702+00:00,33018c69d316506b22e403b1943c5aa41e26aedfab871627848e3f0081f89dc6,prompt_artefact,,python,zs,500,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00048,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\prompted_shots\P1_zero_shot_python_50_ZS.jsonl,data/processed/prompted_shots/P1_zero_shot_python_50_ZS.jsonl,.jsonl,104676,2026-04-04T11:27:39.371021+00:00,82e5b181372aca97058bd8014996f69ce32ea4eb0b2fbc0709986defe1f490b7,prompt_artefact,,python,zs,50,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00049,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\sft\python_test.jsonl,data/processed/sft/python_test.jsonl,.jsonl,1157637,2026-04-13T03:30:55.426522+00:00,c0b5e7f3de0ba7c08bfb7ffd84e028062c30dfc0e65d0770792c291ee7b2fe54,diagnostic_output,,python,,,False,True,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00050,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\sft\python_train.jsonl,data/processed/sft/python_train.jsonl,.jsonl,9293619,2026-04-13T03:30:55.309390+00:00,3cb1c15ee7407e8f773074015e2f4e540d7f938b877a7be3f8fd38ba50c0f79f,lora_training_input,,python,,,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00051,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\sft\python_train_100.jsonl,data/processed/sft/python_train_100.jsonl,.jsonl,244283,2026-04-13T17:06:47.693051+00:00,54b5d1f081436a79d96f79d679f631590cecf26e74a34285373755775ed6692e,lora_training_input,,python,,100,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00052,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\processed\sft\python_val.jsonl,data/processed/sft/python_val.jsonl,.jsonl,1189565,2026-04-13T03:30:55.378004+00:00,494b7ab85513cb099e2368eb9860499d14d52915fbc16c548042f1e9ccd6b21a,processed_dataset,,python,,,False,False,False,,,EXCLUDE_INTERMEDIATE,,not part of selected compact public evidence
src_00053,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\raw\hf_cache\code_search_net\java\0.0.0\bd0cf261e357a3eb5c8fba490d23ec1a1cd59555\code_search_net-test.arrow,data/raw/hf_cache/code_search_net/java/0.0.0/bd0cf261e357a3eb5c8fba490d23ec1a1cd59555/code_search_net-test.arrow,.arrow,82406296,2026-03-15T13:59:29.793255+00:00,37bde1bb05f5719b2234643fdd4283d86c4a699ec99e6cbb4baf90213d6ce573,diagnostic_output,,java,,,False,True,False,,,EXCLUDE_CACHE_OR_DEPENDENCY,,raw cache or licensed bulky dataset shard
src_00054,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\raw\hf_cache\code_search_net\java\0.0.0\bd0cf261e357a3eb5c8fba490d23ec1a1cd59555\code_search_net-train-00000-of-00003.arrow,data/raw/hf_cache/code_search_net/java/0.0.0/bd0cf261e357a3eb5c8fba490d23ec1a1cd59555/code_search_net-train-00000-of-00003.arrow,.arrow,500962848,2026-03-15T13:59:22.910955+00:00,b00ca62142ccc969a87288ab770a392574a144d1ad75430bd415d1966f57b69e,raw_dataset_cache,,java,,,False,False,False,,,EXCLUDE_CACHE_OR_DEPENDENCY,,raw cache or licensed bulky dataset shard
src_00055,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\raw\hf_cache\code_search_net\java\0.0.0\bd0cf261e357a3eb5c8fba490d23ec1a1cd59555\code_search_net-train-00001-of-00003.arrow,data/raw/hf_cache/code_search_net/java/0.0.0/bd0cf261e357a3eb5c8fba490d23ec1a1cd59555/code_search_net-train-00001-of-00003.arrow,.arrow,503218288,2026-03-15T13:59:26.269228+00:00,3ce01abdc5c0266857d0a0ae92b22b94cc88544cbfa9098b0fd99a1e943fe679,raw_dataset_cache,,java,,,False,False,False,,,EXCLUDE_CACHE_OR_DEPENDENCY,,raw cache or licensed bulky dataset shard
src_00056,C:\Pavan\Documents\Personal\Upgrad\CodeSearchNetExecution\dissertation-llm-docs\data\raw\hf_cache\code_search_net\java\0.0.0\bd0cf261e357a3eb5c8fba490d23ec1a1cd59555\code_search_net-train-00002-of-00003.arrow,data/raw/hf_cache/code_search_net/java/0.0.0/bd0cf261e357a3eb5c8fba490d23ec1a1cd59555/code_search_net-train-00002-of-00003.arrow,.arrow,425560576,2026-03-15T13:59:29.239324+00:00,0ac319001ac493cb99b866ae952f3aed2d39fce04ff7b5cd23d0d61cdcb90ae7,raw_dataset_cache,,java,,,False,False,False,,,EXCLUDE_CACHE_OR_DEPENDENCY,,raw cache or licensed bulky dataset shard
